pl_name,disposition,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
EPIC 202086968.01,CANDIDATE,1.8490876,2456772.183,3.12,17.3,1.54340262,,,0.2448,0.96,,,502.407,10.436,-10.027,1.96267,0.0402078,-0.0402078
EPIC 202088212.01,CANDIDATE,2.62077,2456769.678,2.112,58.0,5.2,3.7,-3.7,0.4,1.4,0.39,-0.39,419.286,7.882,-7.602,2.35733,0.0436873,-0.0436873
EPIC 202088212.01,CANDIDATE,2.620799,2456772.299,2.6184,37.0,3.3,0.9,-1.3,0.195,1.725,0.208,-0.071,419.286,7.882,-7.602,2.35733,0.0436873,-0.0436873
EPIC 202088212.01,CANDIDATE,2.620724,2456772.299,2.46,11.7,1.04380409,,,0.1095,1.14,,,419.286,7.882,-7.602,2.35733,0.0436873,-0.0436873
EPIC 202089657.01,CANDIDATE,1.3144014,2456772.776,1.69,2.78,0.24801499,,,0.01995,1.23,,,391.428,6.537,-6.328,2.52688,0.0416526,-0.0416526
EPIC 202090152.01,CANDIDATE,4.8045244,2456773.449,2.33,3.62,0.32295477,,,0.02388,1.28,,,704.55,21.494,-20.279,1.39163,0.0417269,-0.0417269
EPIC 202091388.01,CANDIDATE,6.48167,2456773.378,2.808,3.46,0.309,0.02,-0.038,0.0344,0.922,0.017,-0.031,433.512,8.53,-8.213,2.27911,0.0441888,-0.0441888
EPIC 202091388.01,CANDIDATE,6.4804111,2456773.382,2.94,3.39,0.30243554,,,0.03274,0.89,,,433.512,8.53,-8.213,2.27911,0.0441888,-0.0441888
EPIC 202092480.01,CANDIDATE,2.8445331,2456772.339,5.69,65.3,5.8256758,,,0.5768,1.16,,,304.179,4.202,-4.092,3.25949,0.0444735,-0.0444735
EPIC 202092559.01,CANDIDATE,0.6687,2456772.234,2.16,2.22,0.198,0.02,-0.037,0.01048,1.942,0.092,-0.085,236.832,2.404,-2.356,4.19409,0.0421052,-0.0421052
EPIC 202092782.01,CANDIDATE,13.3461,2456779.487,2.6568,42.0,3.7,0.9,-1.5,0.151,2.575,0.11,-0.037,724.25,28.06,-26.075,1.35436,0.0511247,-0.0511247
EPIC 202093020.01,CANDIDATE,4.13737,2456774.311,2.2368,24.5,2.19,0.77,-0.901,0.217,1.03,0.22,-0.13,680.973,,,,,
EPIC 202093020.01,CANDIDATE,4.1376047,2456774.311,1.75,7.33,0.6539388,,,0.0959,0.7,,,680.973,,,,,
EPIC 202093968.01,CANDIDATE,2.469851,2456774.548,2.6592,6.6,0.59,0.2,-0.098,0.0406,1.479,0.127,-0.086,252.6583,,,3.95792,0.344888,-0.344888
EPIC 202126847.01,CANDIDATE,4.1687922,2456774.07,6.61,16.1,1.43634579,,,0.1802,1.14,,,337.891,4.709,-4.584,2.93143,0.0403827,-0.0403827
EPIC 202126853.01,CANDIDATE,21.17051,2456780.927,5.004,81.0,7.2,2.0,-2.2,0.295,2.536,0.076,-0.189,764.195,20.295,-19.289,1.28043,0.0336168,-0.0336168
EPIC 202126884.01,CANDIDATE,5.319375537,2459550.58,6.6913995,19.66846395,1.75470584,0.13328673,-0.13328673,,2.36934,0.174784,-0.174784,835.907,51.578,-46.003,1.17164,0.0679456,-0.0679456
EPIC 202126884.01,CANDIDATE,5.319075,2456773.951,6.756,20.0,2.0,0.14,-0.15,0.08027,2.28,0.19,-0.18,835.907,51.578,-46.003,1.17164,0.0679456,-0.0679456
EPIC 202126887.01,FALSE POSITIVE,12.866539,2456777.241,3.02,22.3,1.98947275,,,0.1905,1.18,,,760.324,19.51,-18.573,1.2871,0.0326728,-0.0326728
EPIC 202126887.01,FALSE POSITIVE,12.86772,2456777.239,3.08088,71.0,6.3,4.4,-4.4,0.38,1.79,0.47,-0.47,760.324,19.51,-18.573,1.2871,0.0326728,-0.0326728
EPIC 202126887.01,FALSE POSITIVE,12.866412,2456777.241,3.12,61.0,5.4,1.4,-2.5,0.342,1.642,0.029,-0.025,760.324,19.51,-18.573,1.2871,0.0326728,-0.0326728
EPIC 202126888.01,FALSE POSITIVE,1.84617,2456767.938,3.0,2.14,0.191,0.074,-0.074,0.0947,0.21,0.08,-0.08,1120.21,37.73,-35.39,0.864342,0.0288973,-0.0288973
EPIC 202126888.01,FALSE POSITIVE,1.8461222,2456773.477,2.99,19.5,1.73967348,,,0.09427,1.82,,,1120.21,37.73,-35.39,0.864342,0.0288973,-0.0288973
EPIC 202139294.01,CANDIDATE,0.5217136,2456772.253,4.0152,452.0,40.3,7.0,-8.6,0.367,11.27,0.69,-1.0,1383.32,97.945,-97.945,0.696468,0.0498095,-0.0498095
EPIC 202565282.01,CANDIDATE,11.97495,2456900.75,6.786,256.0,22.8,9.0,-9.0,0.76,3.4,3.7,-3.7,1565.84,157.82,-131.74,0.615535,0.056218,-0.056218
EPIC 202565282.01,CANDIDATE,11.975818,2456900.746,6.84,8.43,0.75207423,,,0.2915,0.28,,,1565.84,157.82,-131.74,0.615535,0.056218,-0.056218
EPIC 202600948.01,CANDIDATE,5.9895,2456899.22,1.848,2.04,0.182,0.035,-0.108,0.0182,1.03,0.15,-0.11,144.192,0.914,-0.902,6.90671,0.0433487,-0.0433487
EPIC 202634963.01,CANDIDATE,28.707623,2456920.11,3.61,21.2,1.89133732,,,0.2136,1.03,,,603.858,14.81,-14.13,1.62859,0.0393505,-0.0393505
EPIC 202675839.01,CANDIDATE,15.465691,2456898.85,3.08,4.13,0.36845392,,,0.04849,0.76,,,427.205,9.374,-8.986,2.31368,0.0498846,-0.0498846
EPIC 202675839.01,CANDIDATE,15.4715,2456898.835,3.6288,9.2,0.82,0.5,-0.5,0.044,1.89,0.18,-0.18,427.205,9.374,-8.986,2.31368,0.0498846,-0.0498846
EPIC 202688980.01,CANDIDATE,1.45556515,2456895.183,2.5488,71.0,6.3,1.3,-3.0,0.318,2.043,0.051,-0.435,462.95,9.978,-9.573,2.13272,0.0452373,-0.0452373
EPIC 202710713.01,CANDIDATE,3.3262396,2456895.376,5.81,1.16,0.10348827,,,0.03846,0.33,,,4791.68,1582.16,-999.86,0.172512,0.052266,-0.052266
EPIC 202710713.01,CANDIDATE,3.3255,2456895.38,7.104,1080.0,96.4,29.0,-31.0,0.116,85.0,14.0,-17.0,4791.68,1582.16,-999.86,0.172512,0.052266,-0.052266
EPIC 202774883.01,CANDIDATE,13.1426,2456906.6,5.712,200.0,20.0,13.0,-16.0,0.13,13.9,9.5,-9.4,3363.81,1269.96,-748.63,0.274219,0.0742942,-0.0742942
EPIC 202821899.01,CANDIDATE,4.4743465,2456895.689,2.0,3.06,0.27299491,,,0.03229,0.81,,,696.124,31.933,-29.292,1.41202,0.0625117,-0.0625117
EPIC 202821899.01,CANDIDATE,4.47471,2456895.687,3.0336,22.0,2.0,0.51,-0.901,0.081,2.486,0.154,-0.032,696.124,31.933,-29.292,1.41202,0.0625117,-0.0625117
EPIC 202893157.01,CANDIDATE,4.1657292,2456894.444,2.47,1.86,0.16593809,,,0.05024,0.36,,,9319.51,3292.69,-2235.67,0.0217317,0.0451191,-0.0451191
EPIC 202971774.01,CANDIDATE,0.2358684,2456894.53,0.7416,6.1,0.54,0.17,-0.59,0.0313,1.792,0.196,-0.06,349.365,5.074,-4.933,2.83438,0.0406731,-0.0406731
EPIC 203042994.01,CANDIDATE,12.99109,2456898.918,1.656,43.0,3.8,3.0,-7.6,0.088,4.5,3.4,-7.7,,,,,,
EPIC 203070421.01,CANDIDATE,1.7359447,2456895.707,2.82,1.89,0.16861451,,,0.02551,0.84,,,880.659,34.258,-31.825,1.10898,0.042197,-0.042197
EPIC 203099398.01,CANDIDATE,1.8389349,2456896.018,1.43,0.837,0.07467214,,,0.01201,0.58,,,35.4342,0.09385,-0.09385,28.1927,0.0741929,-0.0741929
EPIC 203099398.01,CANDIDATE,1.83916,2456896.011,1.5072,0.62,0.055,0.015,-0.021,0.01194,0.48,0.13,-0.18,35.4342,0.09385,-0.09385,28.1927,0.0741929,-0.0741929
EPIC 203139512.01,CANDIDATE,2.032664,2456895.433,1.4088,1.92,0.171,0.024,-0.021,0.0329,0.535,0.069,-0.037,111.941,0.754,-0.744,8.90503,0.0593366,-0.0593366
EPIC 203139512.02,CANDIDATE,6.11706,2456895.007,2.064,1.76,0.157,0.023,-0.026,0.0302,0.535,0.069,-0.037,111.941,0.754,-0.744,8.90503,0.0593366,-0.0593366
EPIC 203294831.01,CANDIDATE,1.8590179,2456895.525,3.36,30.5,2.72102775,,,0.2654,1.33,,,601.432,22.805,-21.222,1.63738,0.0602754,-0.0602754
EPIC 203294831.01,CANDIDATE,1.859017,2456893.666,3.21408,64.0,5.7,1.8,-1.8,0.283,2.03,0.56,-0.56,601.432,22.805,-21.222,1.63738,0.0602754,-0.0602754
EPIC 203485624.01,FALSE POSITIVE,0.841202,2456894.584,0.0,82.0,7.3,2.2,-2.2,0.333,2.31,0.7,-0.7,523.657,10.757,-10.339,1.88195,0.0381539,-0.0381539
EPIC 203518244.01,CANDIDATE,0.8411257,2456894.581,2.92,0.884,0.0788652,,,0.01098,0.66,,,676.494,13.684,-13.161,1.45014,0.0290929,-0.0290929
EPIC 203581469.01,FALSE POSITIVE,22.7984,2456915.275,2.1288,9.0,0.8,0.45,-0.45,0.056,1.37,0.4,-0.4,,,,,,
EPIC 203616858.01,CANDIDATE,1.68027,2456894.973,2.616,2.9,0.26,0.098,-0.29,0.0207,1.275,0.103,-0.047,247.386,9.239,-8.606,4.02298,0.144372,-0.144372
EPIC 203633064.01,CANDIDATE,0.7099504,2456894.833,2.172,80.0,7.0,1.2,-1.9,0.357,2.065,0.024,-0.289,685.821,22.49,-21.128,1.43147,0.0459505,-0.0459505
EPIC 203710387.01,FALSE POSITIVE,1.404411,2456893.307,2.28504,99.0,8.8,5.5,-5.5,0.47,2.02,0.73,-0.73,166.168,3.973,-3.794,5.99516,0.139462,-0.139462
EPIC 203710387.01,FALSE POSITIVE,1.4044283,2456894.711,2.45,3.66,0.32652333,,,0.3227,0.12,,,166.168,3.973,-3.794,5.99516,0.139462,-0.139462
EPIC 203753577.01,CANDIDATE,3.400858,2456895.093,2.28,14.1,1.26,0.32,-0.4,0.132,0.983,0.038,-0.027,279.968,,,,,
EPIC 203753577.01,CANDIDATE,3.4007758,2456895.094,2.29,5.57,0.49692212,,,0.06863,0.89,,,279.968,,,,,
EPIC 203823381.01,FALSE POSITIVE,8.2758,2456901.893,2.6088,10.2,0.91,0.84,-0.84,0.054,1.6,1.3,-1.3,,,,,,
EPIC 203867512.01,CANDIDATE,28.46762,2456918.546,7.62,37.0,3.3,0.98,-1.5,0.1704,1.97,0.61,-0.9,450.603,,,,,
EPIC 203867512.01,CANDIDATE,28.465633,2456918.548,7.63,18.4,1.64153805,,,0.1642,0.96,,,450.603,,,,,
EPIC 203925865.01,CANDIDATE,8.79689,2456898.284,6.96,4.85,0.433,0.046,-0.061,0.0217,2.047,0.193,-0.061,377.553,9.542,-9.09,2.62252,0.0647995,-0.0647995
EPIC 203929178.01,CANDIDATE,1.153886,2456893.581,2.7696,99.0,8.8,4.6,-4.6,0.53,1.8,0.52,-0.52,588.018,,,2.19908,0.980145,-0.980145
EPIC 203942067.01,CANDIDATE,1.6398934,2456895.547,4.06,33.0,2.94406281,,,0.4392,0.79,,,441.991,8.634,-8.316,2.23492,0.0430331,-0.0430331
EPIC 204043888.01,FALSE POSITIVE,1.486243,2456894.197,3.19488,58.0,5.2,1.2,-1.2,0.28,1.87,0.22,-0.22,809.464,39.163,-35.762,1.21055,0.0565635,-0.0565635
EPIC 204057095.01,CANDIDATE,23.210585,2456913.627,2.05,5.7,0.50851994,,,0.06981,0.81,,,239.55,2.998,-2.926,4.14666,0.0512255,-0.0512255
EPIC 204057095.01,CANDIDATE,23.21037,2456913.627,2.4408,15.3,1.36,0.3,-0.7,0.116,1.207,0.024,-0.117,239.55,2.998,-2.926,4.14666,0.0512255,-0.0512255
EPIC 204124270.01,CANDIDATE,1.330023,2456895.585,1.7352,44.0,3.9,1.5,-1.7,0.167,2.4,0.72,-0.82,336.974,,,2.66335,0.868924,-0.868924
EPIC 204128016.01,CANDIDATE,50.73641,2456895.166,5.0328,10.31,0.9198,0.037,-0.069,0.0701,1.349,0.017,-0.042,334.817,6.054,-5.846,2.95939,0.0526549,-0.0526549
EPIC 204197636.01,CANDIDATE,46.1373,2456921.97,6.936,2.6,0.23,0.014,-0.029,0.033,0.723,0.035,-0.071,290.683,5.622,-5.416,3.41342,0.0647878,-0.0647878
EPIC 204308061.01,CANDIDATE,22.6398,2456900.443,3.744,1.27,0.113,0.009,-0.02,0.0135,0.862,0.049,-0.09,94.2591,0.3971,-0.3938,10.5804,0.0441793,-0.0441793
EPIC 204312847.01,CANDIDATE,24.193613,2456906.33,7.54,30.7,2.73887055,,,0.3778,0.87,,,665.223,40.979,-36.55,1.48223,0.0850977,-0.0850977
EPIC 204322265.01,CANDIDATE,2.784496,2456894.836,0.4656,2.09,0.186,0.044,-0.127,0.075,0.256,0.053,-0.055,102.889,0.601,-0.595,9.69085,0.0560602,-0.0560602
EPIC 204489514.01,CANDIDATE,10.2236,2456893.642,10.3992,132.0,11.8,5.2,-5.2,0.61,2.04,0.61,-0.61,143.715,3.566,-3.4,6.93693,0.167212,-0.167212
EPIC 204529573.01,CANDIDATE,2.7518,2456896.392,1.248,0.669,0.0597,0.0074,-0.0111,0.00948,0.647,0.054,-0.05,60.5309,0.1955,-0.1942,16.4918,0.0527764,-0.0527764
EPIC 204576757.01,CANDIDATE,23.277669,2456898.089,4.75,32.8,2.92622,,,0.4569,0.68,,,423.406,4.957,-4.844,2.33335,0.0271261,-0.0271261
EPIC 204579445.01,CANDIDATE,24.6842,2456900.487,4.968,2.49,0.222,0.047,-0.021,0.01951,1.17,0.244,-0.032,273.868,4.311,-4.181,3.62398,0.0561702,-0.0561702
EPIC 204649811.01,CANDIDATE,2.6454165,2456894.861,2.72,9.47,0.84485681,,,0.1375,0.79,,,528.025,13.187,-12.569,1.86673,0.0458017,-0.0458017
EPIC 204750116.02,CANDIDATE,7.8392,2456897.067,3.504,1.46,0.13,0.0098,-0.021,0.01204,1.115,0.017,-0.016,187.222,1.492,-1.47,5.31289,0.0419384,-0.0419384
EPIC 204763194.01,CANDIDATE,2.320937,2456895.697,2.736,15.7,1.4,0.35,-0.5,0.125,1.157,0.011,-0.027,170.111,,,,,
EPIC 204791347.01,CANDIDATE,1.94297,2456895.242,1.4,2.571,0.22936965,0.01436348,-0.01463113,0.054,0.436,0.014,-0.014,143.701,3.116,-2.988,6.93581,0.146563,-0.146563
EPIC 204873331.01,FALSE POSITIVE,1.3178719,2456895.456,1.872,62.0,5.5,1.6,-2.5,0.286,1.975,0.062,-0.103,552.872,54.254,-45.46,1.8024,0.154773,-0.154773
EPIC 204873331.01,FALSE POSITIVE,1.3179,2456894.137,1.608,55.0,4.9,2.8,-2.8,0.48,1.07,0.19,-0.19,552.872,54.254,-45.46,1.8024,0.154773,-0.154773
EPIC 204884005.01,CANDIDATE,46.38363,2456924.043,5.2368,3.22,0.287,0.014,-0.02,0.03871,0.762,0.032,-0.022,116.189,0.593,-0.586,8.57806,0.043328,-0.043328
EPIC 204884005.01,CANDIDATE,46.40651,2456924.032,4.55,3.35,0.29886698,,,0.03779,0.73,,,116.189,0.593,-0.586,8.57806,0.043328,-0.043328
EPIC 204888276.01,CANDIDATE,16.563155,2456900.532,4.41,1.66,0.14809528,,,0.02876,0.48,,,81.38137,,,,,
EPIC 204888276.01,CANDIDATE,16.56127,2456900.536,4.368,0.957,0.0854,0.0087,-0.0258,0.034,0.258,0.005,-0.075,81.38137,,,,,
EPIC 204914585.01,CANDIDATE,18.357773,2456895.192,5.13,1.74,0.1552324,,,0.01924,0.75,,,337.993,5.301,-5.143,2.9309,0.0453489,-0.0453489
EPIC 204914585.01,CANDIDATE,18.3647,2456895.167,5.856,2.61,0.233,0.07,-0.04,0.0196,1.22,0.36,-0.12,337.993,5.301,-5.143,2.9309,0.0453489,-0.0453489
EPIC 204990932.01,CANDIDATE,21.9184,2456900.277,2.904,3.18,0.284,0.09,-0.314,0.0404,0.72,0.15,-0.18,293.873,3.362,-3.288,3.37462,0.0382061,-0.0382061
EPIC 204991696.01,CANDIDATE,49.8558,2456901.923,7.032,3.29,0.294,0.014,-0.032,0.02222,1.359,0.037,-0.024,166.757,1.732,-1.698,5.96895,0.0611892,-0.0611892
EPIC 205029914.01,CANDIDATE,4.9818921,2456894.731,3.84,2.66,0.23730931,,,0.02159,1.04,,,211.632,1.973,-1.937,4.69694,0.0433211,-0.0433211
EPIC 205029914.01,CANDIDATE,4.9815,2456894.734,3.828,2.39,0.213,0.061,-0.061,0.02384,0.92,0.26,-0.24,211.632,1.973,-1.937,4.69694,0.0433211,-0.0433211
EPIC 205029914.01,CANDIDATE,4.98205,2456894.731,3.92592,2.3,0.205,0.023,-0.023,0.0206,1.01,0.1,-0.1,211.632,1.973,-1.937,4.69694,0.0433211,-0.0433211
EPIC 205040048.01,CANDIDATE,3.3055191,2456894.546,1.14,1.27,0.11330181,,,0.03401,0.35,,,91.0366,0.5244,-0.5185,10.9563,0.0624427,-0.0624427
EPIC 205040048.01,CANDIDATE,3.30524,2456894.547,1.08,6.6,0.59,0.3,-2.2,0.0341,1.79,0.9,-6.63,91.0366,0.5244,-0.5185,10.9563,0.0624427,-0.0624427
EPIC 205064326.01,FALSE POSITIVE,8.02415,2456896.666,3.78,194.0,17.3,5.8,-5.8,0.3,6.1,1.5,-1.5,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503
EPIC 205064326.01,FALSE POSITIVE,8.02335,2456896.671,4.488,86.0,7.7,2.1,-2.9,0.153,5.13,0.14,-0.22,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503
EPIC 205064326.01,FALSE POSITIVE,8.0241306,2456896.667,4.31,4.42,0.39432599,,,0.08498,0.58,,,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503
EPIC 205084841.01,CANDIDATE,11.31028,2456905.17,4.44,18.9,1.69,0.41,-0.098,0.1203,1.44,0.352,-0.058,843.771,37.301,-34.318,1.1594,0.0497912,-0.0497912
EPIC 205084841.01,CANDIDATE,11.31009,2456893.859,4.27608,130.0,11.6,4.2,-4.2,0.119,10.0,3.6,-3.6,843.771,37.301,-34.318,1.1594,0.0497912,-0.0497912
EPIC 205145448.01,CANDIDATE,16.63311,2456902.267,2.34,44.0,3.9,1.0,-1.0,0.1861,2.19,0.55,-0.55,233.887,1.676,-1.654,4.24698,0.0302063,-0.0302063
EPIC 205145448.01,CANDIDATE,16.63237,2456902.268,2.36,10.7,0.95459006,,,0.1887,0.47,,,233.887,1.676,-1.654,4.24698,0.0302063,-0.0302063
EPIC 205146011.01,CANDIDATE,1.057171,2456894.739,1.4712,1.51,0.135,0.022,-0.021,0.0137,1.004,0.151,-0.05,265.263,1.993,-1.964,3.74123,0.0279035,-0.0279035
EPIC 205148699.01,FALSE POSITIVE,4.377326,2456896.512,4.548,27.0,2.4,0.9,-0.9,0.17542,1.43,0.53,-0.53,476.35,27.91,-25.025,2.08111,0.113332,-0.113332
EPIC 205148699.01,FALSE POSITIVE,4.3772986,2456896.513,4.64,16.6,1.48095281,,,0.1744,0.78,,,476.35,27.91,-25.025,2.08111,0.113332,-0.113332
EPIC 205148699.01,FALSE POSITIVE,4.377339,2456896.512,4.5888,31.9,2.85,0.12,-0.16,0.1727,1.691,0.063,-0.094,476.35,27.91,-25.025,2.08111,0.113332,-0.113332
EPIC 205152172.01,CANDIDATE,0.98036126,2456894.604,1.14,1.44,0.1284682,,,0.02071,0.58,,,157.823,0.59,-0.59,6.3074,0.023511,-0.023511
EPIC 205152172.01,CANDIDATE,0.980294,2456894.607,1.116,1.81,0.161,0.03,-0.04,0.0242,0.685,0.115,-0.047,157.823,0.59,-0.59,6.3074,0.023511,-0.023511
EPIC 205170731.01,CANDIDATE,14.2005,2456901.898,3.72,2.36,0.211,0.03,-0.176,0.0276,0.786,0.078,-0.639,219.312,1.889,-1.859,4.53134,0.0386638,-0.0386638
EPIC 205205452.01,CANDIDATE,28.8077,2456895.561,2.184,2.08,0.186,0.079,-4.752,0.0886,0.215,0.09,-5.51,97.068,0.9924,-0.9728,10.2751,0.103487,-0.103487
EPIC 205224877.01,CANDIDATE,3.75927,2456894.632,1.608,68.0,6.1,5.7,-3.1,0.0581,10.7,10.0,-4.8,272.331,7.453,-7.072,3.64775,0.0970739,-0.0970739
EPIC 205242733.01,CANDIDATE,2.41628,2456896.715,2.496,2.68,0.239,0.052,-0.066,0.0243,1.01,0.21,-0.21,271.855,2.595,-2.547,3.65003,0.0345191,-0.0345191
EPIC 205242733.01,CANDIDATE,2.4165066,2456896.717,2.4,0.988,0.08814346,,,0.02173,0.38,,,271.855,2.595,-2.547,3.65003,0.0345191,-0.0345191
EPIC 205252523.01,CANDIDATE,4.4984354,2456897.605,1.68,3.12,0.27834776,,,0.04131,0.66,,,533.784,21.157,-19.628,1.84901,0.0708698,-0.0708698
EPIC 205377483.01,CANDIDATE,0.3938505,2456894.387,1.3128,13.7,1.22,0.37,-0.44,0.058,2.16,0.18,-0.27,1418.18,111.29,-96.42,0.680415,0.050125,-0.050125
EPIC 205463986.01,CANDIDATE,2.3240489,2456895.914,4.04,33.4,2.97974842,,,0.4699,0.78,,,223.184,3.437,-3.337,4.45352,0.0674602,-0.0674602
EPIC 205470347.01,CANDIDATE,1.86732,2456895.439,1.656,0.648,0.0578,0.0056,-0.00999,0.00857,0.693,0.033,-0.021,103.821,0.515,-0.51,9.60339,0.0471677,-0.0471677
EPIC 205483055.01,CANDIDATE,22.9735,2456896.816,3.384,2.61,0.233,0.029,-0.033,0.0224,1.067,0.113,-0.062,289.569,2.704,-2.655,3.42495,0.0317164,-0.0317164
EPIC 205489894.01,CANDIDATE,14.658196,2456907.075,1.59,1.6,0.14274244,,,0.03059,0.45,,,45.7725,0.122,-0.122,21.8185,0.0577996,-0.0577996
EPIC 205489894.01,CANDIDATE,14.65835,2456907.076,1.548,1.12,0.0999,0.03,-0.015,0.0303,0.339,0.09,-0.031,45.7725,0.122,-0.122,21.8185,0.0577996,-0.0577996
EPIC 205503762.01,CANDIDATE,6.4349,2456899.81,4.344,2.47,0.22,0.03,-0.077,0.0152,1.493,0.104,-0.056,381.071,11.051,-10.454,2.59885,0.0733953,-0.0733953
EPIC 205530323.01,CANDIDATE,4.27065,2456894.586,1.392,7.6,0.68,0.6,-0.52,0.0453,1.5,1.4,-1.2,49.5536,0.2186,-0.2166,20.1519,0.0879546,-0.0879546
EPIC 205530323.02,CANDIDATE,7.64309,2456900.516,1.296,8.0,0.7,0.63,-0.62,0.0479,1.5,1.4,-1.2,49.5536,0.2186,-0.2166,20.1519,0.0879546,-0.0879546
EPIC 205570849.01,CANDIDATE,16.858,2456894.672,2.0592,5.6,0.5,0.6,-0.6,0.047,1.07,0.1,-0.1,314.232,4.234,-4.125,3.15437,0.0419993,-0.0419993
EPIC 205618538.01,CANDIDATE,2.167697,2456894.518,4.8744,12.14,1.083,0.02,-0.039,0.04472,2.489,0.023,-0.026,715.205,26.642,-24.824,1.37205,0.0498338,-0.0498338
EPIC 205632508.01,CANDIDATE,19.2299,2456912.233,2.568,1.96,0.175,0.019,-0.021,0.0293,0.612,0.05,-0.024,143.287,0.767,-0.759,6.95038,0.036868,-0.036868
EPIC 205652650.01,CANDIDATE,5.07152,2456898.142,2.04,3.2,0.29,0.11,-0.29,0.068,0.426,0.018,-0.257,129.055,1.155,-1.134,7.72078,0.0681993,-0.0681993
EPIC 205703094.01,CANDIDATE,8.1191,2456895.817,2.904,57.0,5.1,3.8,-3.8,0.45,1.2,0.26,-0.26,547.751,,,,,
EPIC 205703094.02,CANDIDATE,16.235,2456899.889,5.904,11.0,1.0,2.1,-2.1,0.086,1.2,0.26,-0.26,547.751,,,,,
EPIC 205703094.03,FALSE POSITIVE,24.9922,2456908.031,5.208,36.0,3.2,3.8,-3.8,0.28,1.2,0.26,-0.26,547.751,,,,,
EPIC 205938820.01,CANDIDATE,4.20773,2456979.254,2.232,1.47,0.131,0.022,-0.023,0.0161,0.834,0.122,-0.081,326.358,4.219,-4.114,3.03583,0.0388184,-0.0388184
EPIC 205939498.01,CANDIDATE,1.1761477,2456977.442,1.3056,19.3,1.72,0.5,-0.79,0.074,2.38,0.17,-0.16,515.081,13.617,-12.946,1.91381,0.0496536,-0.0496536
EPIC 205943325.01,CANDIDATE,27.270191,2456984.277,7.3,2.5,0.22303545,0.01561248,-0.01489877,0.0142,1.612,0.101,-0.095,377.061,11.735,-11.059,2.62642,0.0794686,-0.0794686
EPIC 205944181.01,CANDIDATE,2.475573,2456979.341,0.8808,2.98,0.266,0.051,-0.34,0.0308,0.888,0.033,-0.033,239.559,3.44,-3.345,4.14667,0.0586566,-0.0586566
EPIC 205944181.01,CANDIDATE,2.4756313,2456981.815,0.79,2.48,0.22125078,,,0.02869,0.81,,,239.559,3.44,-3.345,4.14667,0.0586566,-0.0586566
EPIC 205944181.01,CANDIDATE,2.475527,2456981.817,0.4992,42.0,3.7,3.6,-3.6,0.38,1.06,0.22,-0.22,239.559,3.44,-3.345,4.14667,0.0586566,-0.0586566
EPIC 205947161.01,CANDIDATE,17.7259,2456989.193,1.752,23.4,2.09,0.59,-0.87,0.123,1.752,0.095,-0.096,338.491,8.094,-7.73,2.92747,0.0684893,-0.0684893
EPIC 205947161.01,CANDIDATE,17.72507,2456989.196,1.56312,45.0,4.0,4.1,-4.1,0.31,1.33,0.14,-0.14,338.491,8.094,-7.73,2.92747,0.0684893,-0.0684893
EPIC 205947161.01,CANDIDATE,17.725837,2456989.194,1.62,6.63,0.59148898,,,0.06395,1.11,,,338.491,8.094,-7.73,2.92747,0.0684893,-0.0684893
EPIC 205947161.01,CANDIDATE,17.7256773,2459470.789,1.629,15.4613,1.37936717,0.22457261,-0.22457261,,1.63,0.08,-0.08,338.491,8.094,-7.73,2.92747,0.0684893,-0.0684893
EPIC 205947214.01,CANDIDATE,54.169832,2456983.71,4.23,22.0,1.96270854,,,0.4052,0.55,,,589.471,21.636,-20.181,1.66963,0.0596507,-0.0596507
EPIC 205950854 c,CONFIRMED,8.0516,2456981.814,3.72,1.62,0.145,0.014,-0.034,0.0164,0.904,0.037,-0.013,243.935,4.239,-4.099,4.07235,0.0695159,-0.0695159
EPIC 205951125.01,CANDIDATE,6.79143,2456979.796,2.496,1.72,0.153,0.015,-0.038,0.0259,0.609,0.014,-0.017,271.148,3.279,-3.203,3.65981,0.0437478,-0.0437478
EPIC 205957328.01,CANDIDATE,14.353347,2456981.588,3.25,2.19,0.19537871,,,0.02383,0.79,,,222.996,2.363,-2.315,4.45616,0.0466729,-0.0466729
EPIC 205957328.01,CANDIDATE,14.3533,2456981.586,3.264,2.18,0.194,0.019,-0.04,0.0234,0.855,0.014,-0.03,222.996,2.363,-2.315,4.45616,0.0466729,-0.0466729
EPIC 205962305.01,CANDIDATE,1.88282,2456977.839,4.008,2.6,0.23,0.098,-0.22,0.093,0.257,0.08,-0.144,,,,,,
EPIC 205969319.01,CANDIDATE,6.4756,2456978.216,3.48,1.85,0.165,0.015,-0.03,0.0127,1.339,0.016,-0.018,559.223,19.921,-18.618,1.7614,0.0610855,-0.0610855
EPIC 205976958.01,CANDIDATE,2.3181466,2456980.703,1.89,2.9,0.25872067,,,0.03644,0.67,,,265.008,4.6875,-4.6875,3.74624,0.0662214,-0.0662214
