pl_name,disposition,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
HD 106315 b,CONFIRMED,9.55237,2457586.549,3.775,2.44,0.21768222,0.01516638,-0.01516638,0.01728,1.296,0.058,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 b,CONFIRMED,9.55385,2457615.206,3.816,2.4,0.214,0.011,-0.011,0.01717,1.281,0.051,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 b,CONFIRMED,9.55804,2457586.527,3.5,2.32,0.20697654,0.01159782,-0.00713712,0.0164,1.29,0.02,-0.02,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 b,CONFIRMED,9.5521,2457605.652,3.96,2.23,0.19894727,0.02676421,-0.02230351,0.01708,1.18,0.11,-0.11,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 c,CONFIRMED,21.05704,2457569.017,4.638,4.35,0.38808101,0.02051923,-0.02051923,0.03086,1.296,0.058,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 c,CONFIRMED,21.058,2457611.133,4.728,4.4,0.393,0.022,-0.024,0.03207,1.281,0.051,-0.058,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 c,CONFIRMED,21.05683,2457611.131,4.3776,4.05,0.3613168,0.05798912,-0.05798912,0.0315,1.2427,0.05737,-0.053856,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 c,CONFIRMED,21.0576,2457611.131,4.693,3.95,0.3523954,0.03746989,-0.03479347,0.03034,1.18,0.11,-0.11,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 106315 c,CONFIRMED,21.05788,2457590.073,4.4,4.31,0.38451245,0.0089214,-0.00713712,0.0305,1.29,0.02,-0.02,109.353,0.691,-0.681,9.11629,0.0569382,-0.0569382
HD 137496 b,CONFIRMED,1.62116,2458039.132,3.28,1.31,0.11687057,0.00535285,-0.00446071,0.0076,1.59,0.03,-0.03,155.317,1.739,-1.702,6.41091,0.0707752,-0.0707752
HD 3167 b,CONFIRMED,0.959628,2457394.375,1.65,1.557,0.13890624,0.0050852,-0.0050852,0.01725,0.828,0.028,-0.028,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 b,CONFIRMED,0.959641,2457394.375,1.622,1.7,0.15166384,0.01605852,-0.0133821,0.01744,0.86,0.04,-0.04,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 b,CONFIRMED,0.95965428,2458269.579,1.609,1.627,0.14515147,0.00740478,-0.00517442,0.01712,0.871,0.006,-0.006,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 b,CONFIRMED,0.959628,2457393.415,1.6488,1.8,0.16,0.02,-0.01,0.0183,0.88,,,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 b,CONFIRMED,0.959632,2457394.374,1.65,1.574,0.14042312,0.00481757,-0.00481757,0.01728,0.835,0.026,-0.026,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 c,CONFIRMED,29.8454,2457394.979,5.15,3.01,0.26853421,0.03746989,-0.02497993,0.0313,0.86,0.04,-0.04,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 c,CONFIRMED,29.8464948,2458439.605,4.869,2.923,0.26077304,0.00874299,-0.00972435,0.03075,0.871,0.006,-0.006,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 c,CONFIRMED,29.84622,2457394.978,4.81,2.74,0.24444685,0.0094567,-0.00892142,0.03006,0.835,0.026,-0.026,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 c,CONFIRMED,29.8454,2457394.979,4.81,2.85,0.25425997,0.02141137,-0.0133821,0.0314,0.828,0.028,-0.028,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 3167 c,CONFIRMED,29.839835,2457394.989,5.0592,3.0,0.27,0.04,-0.03,0.0312,0.88,,,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682
HD 73344 b,CONFIRMED,15.61136333,2459547.722,3.2002615,2.90333467,0.25901862,0.04681563,-0.04681563,,1.22568,0.064337,-0.064337,35.26,0.0526,-0.0525,28.3319,0.0419625,-0.0419625
HD 73344 b,CONFIRMED,15.611,2458095.9,3.304,2.884,0.25729369,0.00731556,-0.00642342,0.02217,1.22,0.04,-0.04,35.26,0.0526,-0.0525,28.3319,0.0419625,-0.0419625
HD 73344 b,CONFIRMED,15.613426,2458095.893,3.0144,3.0,0.3,,,,1.438,0.218,-0.218,35.26,0.0526,-0.0525,28.3319,0.0419625,-0.0419625
HD 80653 b,CONFIRMED,0.719573,2458134.424,1.7976,1.613,0.14390222,0.0063342,-0.0063342,0.0121,1.22,0.01,-0.01,109.86,0.811,-0.8,9.07435,0.0662085,-0.0662085
HD 80653 b,CONFIRMED,0.71957121,2459526.091,1.7575219,1.61084174,0.14370992,0.21707407,-0.21707407,,1.25505,0.058146,-0.058146,109.86,0.811,-0.8,9.07435,0.0662085,-0.0662085
HD 89345 b,CONFIRMED,11.8143,2457913.805,5.7336,7.39794,0.66,0.028,-0.03,0.0389,1.747,0.049,-0.05,132.345,0.808,-0.799,7.52747,0.0455361,-0.0455361
HD 89345 b,CONFIRMED,11.8143,2457913.805,5.7072,7.263432,0.648,0.029,-0.028,0.0384,1.733,0.047,-0.047,132.345,0.808,-0.799,7.52747,0.0455361,-0.0455361
HD 89345 b,CONFIRMED,11.81417262,2459556.003,5.5649352,6.97249322,0.62204525,0.05213666,-0.05213666,,1.78598,0.093339,-0.093339,132.345,0.808,-0.799,7.52747,0.0455361,-0.0455361
HIP 116454 b,CONFIRMED,9.1004157,2458072.293,2.431,2.469,0.22026981,0.00892142,-0.00811849,0.02981,0.758,0.024,-0.022,62.4491,0.1831,-0.182,15.9843,0.0464561,-0.0464561
HIP 116454 b,CONFIRMED,9.100412,2460229.092,2.181,2.59387,0.23140998,0.01960785,-0.01960785,,0.77,0.06,-0.06,62.4491,0.1831,-0.182,15.9843,0.0464561,-0.0464561
HIP 41378 b,CONFIRMED,15.5718552,2460266.657,4.931,2.44317,0.2179654,0.01227605,-0.01227605,,1.31,0.07,-0.07,106.289,0.676,-0.668,9.37994,0.0590378,-0.0590378
HIP 41378 c,CONFIRMED,31.71802083,2458494.909,2.3326321,2.29980485,0.2051752,0.32771385,-0.32771385,,1.30883,0.070123,-0.070123,106.289,0.676,-0.668,9.37994,0.0590378,-0.0590378
HIP 41378 d,CONFIRMED,156.0,2457166.263,12.71,3.96,0.35328754,0.05263627,-0.05263627,0.0259,1.4,0.19,-0.19,106.289,0.676,-0.668,9.37994,0.0590378,-0.0590378
HIP 41378 e,CONFIRMED,131.0,2457142.017,13.007,5.51,0.49156927,0.0686948,-0.0686948,0.03613,1.4,0.19,-0.19,106.289,0.676,-0.668,9.37994,0.0590378,-0.0590378
HIP 41378 f,CONFIRMED,324.0,2457186.915,18.998,10.2,0.90998305,0.12489963,-0.12489963,0.0672,1.4,0.19,-0.19,106.289,0.676,-0.668,9.37994,0.0590378,-0.0590378
K2-10 b,CONFIRMED,19.30481,2456819.58,3.8064,2.98,0.266,0.034,-0.075,0.0379,0.721,0.09,-0.194,272.36,3.112,-3.044,3.64323,0.0411738,-0.0411738
K2-10 b,CONFIRMED,19.307107,2456819.577,3.8,3.83,0.34168971,,,0.03726,0.86,,,272.36,3.112,-3.044,3.64323,0.0411738,-0.0411738
K2-10 b,CONFIRMED,19.3037,2456819.584,3.777,4.37,0.38986529,0.03657775,-0.03657775,0.0367,1.08,0.09,-0.09,272.36,3.112,-3.044,3.64323,0.0411738,-0.0411738
K2-100 b,CONFIRMED,1.6739024,2457828.693,1.6056,3.45,0.308,0.014,-0.014,0.02651,1.19,0.05,-0.05,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257
K2-100 b,CONFIRMED,1.673916,2457144.067,1.55,3.5,0.31224909,0.0178428,-0.0178428,0.0269,1.19,0.05,-0.05,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257
K2-100 b,CONFIRMED,1.6739029,2460284.309,1.355,3.44449,0.30729734,0.01688976,-0.01688976,,1.22,0.06,-0.06,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257
K2-100 b,CONFIRMED,1.673847,2457140.72,1.5408,3.6,0.32,0.04,-0.02,0.0272,1.23,,,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257
K2-100 b,CONFIRMED,1.673737,2457140.721,1.4784,1.52,0.136,0.0098,-0.0098,0.01097,1.273,0.085,-0.054,188.959,2.471,-2.41,5.26448,0.0678257,-0.0678257
K2-101 b,CONFIRMED,14.67665,2457152.684,3.336,1.94,0.173,0.012,-0.022,0.0261,0.682,0.032,-0.043,188.33,2.128,-2.082,5.28182,0.0588946,-0.0588946
K2-101 b,CONFIRMED,14.677286,2457152.681,3.23,2.0,0.17842805,0.0089214,-0.0089214,0.0247,0.73,0.03,-0.03,188.33,2.128,-2.082,5.28182,0.0588946,-0.0588946
K2-102 b,CONFIRMED,9.915615,2457139.655,2.66,1.3,0.11597823,0.0089214,-0.0089214,0.017,0.71,0.03,-0.03,188.175,2.065,-2.022,5.28616,0.0572616,-0.0572616
K2-104 b,CONFIRMED,1.97419,2457140.381,1.27,1.9,0.16950665,0.0178428,-0.0089214,0.0365,0.48,0.02,-0.02,189.289,3.996,-3.837,5.25733,0.108421,-0.108421
K2-104 b,CONFIRMED,1.974202,2457140.379,1.584,2.43,0.217,0.053,-0.05,0.04,0.5573,0.1253,-0.0046,189.289,3.996,-3.837,5.25733,0.108421,-0.108421
K2-105 b,CONFIRMED,8.267084,2457147.99,3.4008,3.5,0.31,0.04,-0.02,0.0328,0.98,,,197.989,1.555,-1.53,5.02224,0.0390478,-0.0390478
K2-105 b,CONFIRMED,8.26698,2457139.724,3.4104,3.55,0.317,0.0098,-0.028,0.03439,0.947,0.016,-0.027,197.989,1.555,-1.53,5.02224,0.0390478,-0.0390478
K2-105 b,CONFIRMED,8.2669589,2460256.367,3.328,3.44807,0.30761673,0.01998531,-0.01998531,,0.92,0.05,-0.05,197.989,1.555,-1.53,5.02224,0.0390478,-0.0390478
K2-105 b,CONFIRMED,8.266902,2457147.991,3.46224,3.59,0.369,0.039,-0.034,0.03472,0.95,0.11,-0.1,197.989,1.555,-1.53,5.02224,0.0390478,-0.0390478
K2-107 b,CONFIRMED,3.3139095,2457304.525,3.2232,17.38,1.551,0.336,-0.041,0.0835,1.908,0.413,-0.037,685.2,20.502,-19.364,1.43244,0.042084,-0.042084
K2-107 b,CONFIRMED,3.31392,2457304.524,3.19,16.14096,1.44,0.15,-0.15,0.083,1.78,0.16,-0.16,685.2,20.502,-19.364,1.43244,0.042084,-0.042084
K2-107 b,CONFIRMED,3.313944,2457311.152,2.9808,14.4,1.28,0.2,-0.17,0.0764,1.73,,,685.2,20.502,-19.364,1.43244,0.042084,-0.042084
K2-108 b,CONFIRMED,4.733557505,2459502.376,3.2089234,5.38526663,0.48044214,0.57442811,-0.57442811,,1.75896,0.102414,-0.102414,477.295,10.094,-9.692,2.06697,0.0430861,-0.0430861
K2-108 b,CONFIRMED,4.73363,2457140.365,3.6288,5.81,0.518,0.032,-0.063,0.0297,1.797,0.055,-0.068,477.295,10.094,-9.692,2.06697,0.0430861,-0.0430861
K2-108 b,CONFIRMED,4.734006,2457145.097,3.5496,5.3,0.47,0.08,-0.06,0.0276,1.77,,,477.295,10.094,-9.692,2.06697,0.0430861,-0.0430861
K2-11 b,CONFIRMED,39.8478,2456829.86,5.21,2.42,0.21589794,0.02587207,-0.02587207,0.0266,0.83,0.02,-0.02,329.309,2.682,-2.641,3.0079,0.0243587,-0.0243587
K2-11 b,CONFIRMED,39.8642,2456829.851,5.808,2.92,0.261,0.03,-0.047,0.0298,0.896,0.02,-0.04,329.309,2.682,-2.641,3.0079,0.0243587,-0.0243587
K2-11 b,CONFIRMED,39.863566,2456829.855,5.14,2.47,0.22035864,,,0.02625,0.78,,,329.309,2.682,-2.641,3.0079,0.0243587,-0.0243587
K2-110 b,CONFIRMED,13.8636,2457219.875,3.2184,2.55,0.227,0.016,-0.016,0.03406,0.686,0.043,-0.019,116.474,0.431,-0.427,8.5568,0.0314033,-0.0314033
K2-110 b,CONFIRMED,13.86383,2457233.739,3.1992,2.5,0.22,0.02,-0.01,0.0333,0.68,,,116.474,0.431,-0.427,8.5568,0.0314033,-0.0314033
K2-110 b,CONFIRMED,13.86375,2457275.33,3.22,2.592,0.23124275,0.00874297,-0.00874297,0.0333,0.713,0.02,-0.02,116.474,0.431,-0.427,8.5568,0.0314033,-0.0314033
K2-111 b,CONFIRMED,5.35161,2457067.967,4.1592,2.09,0.186,0.046,-0.046,0.0166,1.17,0.11,-0.11,200.394,2.763,-2.69,4.96259,0.0673735,-0.0673735
K2-111 b,CONFIRMED,5.3518,2457100.077,3.192,1.82,0.16236952,0.00981354,-0.00802926,0.01346,1.25,0.02,-0.02,200.394,2.763,-2.69,4.96259,0.0673735,-0.0673735
K2-111 b,CONFIRMED,5.35185,2457062.612,3.6,1.41,0.126,0.013,-0.035,0.01011,1.275,0.064,-0.019,200.394,2.763,-2.69,4.96259,0.0673735,-0.0673735
K2-111 b,CONFIRMED,5.35117,2457067.97,3.38,1.9,0.16950665,0.0178428,-0.0178428,0.01255,1.23,0.1,-0.1,200.394,2.763,-2.69,4.96259,0.0673735,-0.0673735
K2-113 b,CONFIRMED,5.817681,2457398.704,2.8896,12.5,1.12,0.15,-0.14,0.0865,1.33,,,635.722,13.43,-13.43,1.54414,0.0329812,-0.0329812
K2-113 b,CONFIRMED,5.8176452,2460231.883,2.577,11.6459,1.0389794,,,,1.22,,,635.722,13.43,-13.43,1.54414,0.0329812,-0.0329812
K2-113 b,CONFIRMED,5.817649,2457392.887,3.0744,12.55,1.12,0.043,-0.045,0.0894,1.288,0.039,-0.017,635.722,13.43,-13.43,1.54414,0.0329812,-0.0329812
K2-114 b,CONFIRMED,11.390955,2457140.324,3.864,10.71,0.9555,0.052,-0.031,0.115,0.854,0.044,-0.018,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-114 b,CONFIRMED,11.391432,2457151.713,3.8304,11.1,0.99,0.07,-0.05,0.1131,0.9,,,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-114 b,CONFIRMED,11.39096853,2458495.843,3.8062467,11.19847412,0.99906266,0.05353897,-0.05353897,,0.875936,,,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-114 b,CONFIRMED,11.390931,2457687.089,3.9696,10.59248676,0.945,0.029,-0.028,0.1167,0.832,0.022,-0.021,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-114 b,CONFIRMED,11.3909311,2457664.307,3.97,10.44677001,0.932,0.031,-0.031,0.1163,0.824,0.024,-0.023,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-114 b,CONFIRMED,11.39109,2457174.497,3.9048,10.558878,0.942,0.032,-0.02,0.11432,0.828,0.026,-0.022,475.758,8.252,-7.98,2.07344,0.0355806,-0.0355806
K2-115 b,CONFIRMED,20.272602,2457157.158,3.7008,11.5,1.03,0.07,-0.05,0.1221,0.86,,,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653
K2-115 b,CONFIRMED,20.27285,2457157.157,3.8592,11.55,1.03,0.085,-0.047,0.1274,0.831,0.065,-0.035,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653
K2-115 b,CONFIRMED,20.2730282,2460238.657,3.651,10.4386,0.93127112,0.04952002,-0.04952002,,0.86,0.04,-0.04,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653
K2-115 b,CONFIRMED,20.273034,2457157.157,4.0296,12.498035,1.115,0.057,-0.061,0.1254,0.881,0.049,-0.05,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653
K2-115 b,CONFIRMED,20.2729914,2457522.07,3.8736,11.80305668,1.053,0.03,-0.028,0.12659,0.855,0.024,-0.021,413.591,4.312,-4.225,2.38911,0.0247653,-0.0247653
K2-116 b,CONFIRMED,4.6556782,2456979.949,1.89,0.814,0.07262022,,,0.01,0.66,,,49.3855,0.1247,-0.124,20.2201,0.050604,-0.050604
K2-117 b,CONFIRMED,1.291605,2457140.191,1.152,1.74,0.155,0.029,-0.024,0.0399,0.4,0.07,-0.023,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559
K2-117 b,CONFIRMED,1.291603357,2459230.014,1.3077871,2.45117748,0.21867978,0.02172185,-0.02172185,,0.514745,0.015496,-0.015496,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559
K2-117 b,CONFIRMED,1.291651,2457142.774,1.1904,2.1,0.19,0.04,-0.04,0.0373,0.52,,,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559
K2-117 c,CONFIRMED,5.443984,2457143.566,2.1792,2.1,0.19,0.04,-0.04,0.0369,0.52,,,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559
K2-117 c,CONFIRMED,5.44425,2457143.564,2.1096,1.75,0.156,0.028,-0.012,0.0402,0.4,0.07,-0.023,101.632,0.374,-0.372,9.81066,0.0358559,-0.0358559
K2-118 b,CONFIRMED,50.9254,2457160.47,4.104,2.48,0.221,0.021,-0.034,0.0325,0.702,0.049,-0.034,321.722,3.7605,-3.7605,3.07977,0.0360551,-0.0360551
K2-119 b,CONFIRMED,7.727574,2457148.831,2.8392,2.6,0.23,0.05,-0.04,0.0335,0.71,,,365.581,4.37,-4.27,2.70677,0.0320776,-0.0320776
K2-119 b,CONFIRMED,7.7285,2457141.098,2.904,2.16,0.193,0.012,-0.028,0.0337,0.589,0.013,-0.032,365.581,4.37,-4.27,2.70677,0.0320776,-0.0320776
K2-12 b,CONFIRMED,8.28192,2456815.373,4.128,2.48,0.221,0.037,-0.037,0.021,1.084,0.177,-0.07,326.381,6.282,-6.053,3.0362,0.0574438,-0.0574438
K2-12 b,CONFIRMED,8.2824161,2456815.371,4.16,2.14,0.19091801,,,0.01927,0.92,,,326.381,6.282,-6.053,3.0362,0.0574438,-0.0574438
K2-12 b,CONFIRMED,8.28176,2456815.374,4.18,2.72,0.24266215,0.06512624,-0.06512624,0.0187,1.31,0.34,-0.34,326.381,6.282,-6.053,3.0362,0.0574438,-0.0574438
K2-121 b,CONFIRMED,5.185758,2457143.56,2.1264,7.44,0.664,0.055,-0.04,0.107,0.637,0.049,-0.037,169.398,1.061,-1.048,5.87462,0.0364652,-0.0364652
K2-121 b,CONFIRMED,5.185743,2457143.561,2.0304,7.7,0.69,0.1,-0.1,0.1005,0.71,,,169.398,1.061,-1.048,5.87462,0.0364652,-0.0364652
K2-121 b,CONFIRMED,5.185768,2460255.017,2.356,7.50399,0.6694623,0.05893382,-0.05893382,,0.65,0.06,-0.06,169.398,1.061,-1.048,5.87462,0.0364652,-0.0364652
K2-122 b,CONFIRMED,2.219368,2457141.83,1.236,1.17,0.104,0.012,-0.017,0.0202,0.532,0.054,-0.059,72.0444,0.2532,-0.2532,13.8516,0.0484217,-0.0484217
K2-122 b,CONFIRMED,2.219225,2457144.051,1.2696,1.3,0.12,0.03,-0.02,0.0187,0.63,,,72.0444,0.2532,-0.2532,13.8516,0.0484217,-0.0484217
K2-123 b,CONFIRMED,30.954,2457147.493,3.768,3.07,0.274,0.07,-0.04,0.0442,0.637,0.162,-0.043,161.555,0.652,-0.652,6.16099,0.0248026,-0.0248026
K2-123 b,CONFIRMED,30.952606,2457147.496,3.7608,3.0,0.27,0.05,-0.04,0.0429,0.64,,,161.555,0.652,-0.652,6.16099,0.0248026,-0.0248026
K2-123 b,CONFIRMED,30.954222,2458107.108,3.2832,2.5,0.22,,,,0.598,0.007,-0.007,161.555,0.652,-0.652,6.16099,0.0248026,-0.0248026
K2-124 b,CONFIRMED,6.41362,2457142.181,1.6488,2.36,0.211,0.054,-0.044,0.0723,0.299,0.076,-0.06,140.385,1.32,-1.296,7.09527,0.065856,-0.065856
K2-124 b,CONFIRMED,6.413718,2457142.181,1.7496,2.6,0.23,0.1,-0.09,0.0676,0.35,,,140.385,1.32,-1.296,7.09527,0.065856,-0.065856
K2-124 b,CONFIRMED,6.413651,2457142.181,1.68,2.9,0.25872067,0.0089214,-0.0089214,0.069,0.388,0.016,-0.009,140.385,1.32,-1.296,7.09527,0.065856,-0.065856
K2-124 b,CONFIRMED,6.414008,2458097.814,1.6776,2.9,0.26,,,,0.394,0.01,-0.01,140.385,1.32,-1.296,7.09527,0.065856,-0.065856
K2-126 b,CONFIRMED,7.38711,2457223.794,2.5872,1.92,0.171,0.013,-0.021,0.0281,0.625,0.043,-0.037,102.953,0.777,-0.766,9.68518,0.072196,-0.072196
K2-126 b,CONFIRMED,7.385453,2457223.8,2.6304,2.0,0.18,0.04,-0.03,0.0278,0.66,,,102.953,0.777,-0.766,9.68518,0.072196,-0.072196
K2-127 b,CONFIRMED,3.588158,2457223.926,2.1888,9.1,0.81,0.33,-0.33,0.1117,0.75,,,709.999,20.526,-19.423,1.38055,0.0392998,-0.0392998
K2-127 b,CONFIRMED,3.586854713,2460776.225,2.1273101,11.43763082,1.02039883,0.15710271,-0.15710271,,0.980071,,,709.999,20.526,-19.423,1.38055,0.0392998,-0.0392998
K2-127 b,CONFIRMED,3.588162,2457220.338,2.3208,12.72,1.135,0.099,-0.041,0.1187,0.982,0.082,-0.013,709.999,20.526,-19.423,1.38055,0.0392998,-0.0392998
K2-128 b,CONFIRMED,5.67556,2457221.45,1.8048,1.117,0.09965,0.0079,-0.0144,0.0177,0.578,0.032,-0.038,114.637,0.93,-0.915,8.6952,0.0696789,-0.0696789
K2-129 b,CONFIRMED,8.23981,2457302.05,1.512,0.661,0.059,0.008,-0.0222,0.0282,0.215,0.027,-0.078,27.7957,0.0746,-0.0742,35.9483,0.0956121,-0.0956121
K2-13 b,CONFIRMED,40.062771,2456812.522,6.21,2.29,0.20430012,,,0.02138,0.88,,,342.394,4.436,-4.326,2.89216,0.0370844,-0.0370844
K2-13 b,CONFIRMED,40.0603,2456812.526,6.34,2.7,0.24087787,0.02408779,-0.02408779,0.0226,1.09,0.09,-0.09,342.394,4.436,-4.326,2.89216,0.0370844,-0.0370844
K2-130 b,CONFIRMED,2.494206,2457303.2,1.704,1.22,0.109,0.012,-0.021,0.0169,0.663,0.046,-0.022,118.011,0.519,-0.514,8.44508,0.0367772,-0.0367772
K2-131 b,CONFIRMED,0.36931,2457582.936,1.0,1.7,0.15166384,0.00802926,-0.0044607,0.0207,0.75,0.01,-0.01,152.509,1.079,-1.063,6.52851,0.0456876,-0.0456876
K2-131 b,CONFIRMED,0.36930572,2459280.989,1.0027781,2.13418186,0.19039928,0.15046824,-0.15046824,,0.755722,0.046101,-0.046101,152.509,1.079,-1.063,6.52851,0.0456876,-0.0456876
K2-132 b,CONFIRMED,9.1720535,2459562.25,7.169,9.02881,0.80549786,,,,3.79,,,609.818,17.942,-16.962,1.61184,0.0465515,-0.0465515
K2-133 b,CONFIRMED,3.0712,2457821.317,1.22,1.31,0.11687037,0.00713712,-0.00713712,0.0255,0.47,0.03,-0.03,75.1703,0.2012,-0.2012,13.2743,0.0353491,-0.0353491
K2-133 c,CONFIRMED,4.8682,2457823.766,1.62,1.48,0.13203676,0.00802926,-0.00802926,0.0288,0.47,0.03,-0.03,75.1703,0.2012,-0.2012,13.2743,0.0353491,-0.0353491
K2-133 d,CONFIRMED,11.0248821,2460251.644,2.917,2.46843,0.22021895,0.02802405,-0.02802405,,0.46,0.01,-0.01,75.1703,0.2012,-0.2012,13.2743,0.0353491,-0.0353491
K2-133 d,CONFIRMED,11.0234,2457826.174,2.32,2.02,0.18021233,0.01159782,-0.01159782,0.0393,0.47,0.03,-0.03,75.1703,0.2012,-0.2012,13.2743,0.0353491,-0.0353491
K2-133 e,CONFIRMED,26.5841,2457837.866,1.44,1.73,0.15434026,0.01248996,-0.01159782,0.0348,0.455,0.022,-0.022,75.1703,0.2012,-0.2012,13.2743,0.0353491,-0.0353491
K2-136 b,CONFIRMED,7.9752,2457817.756,2.67,1.014,0.09046318,0.00446071,-0.00437149,0.0137,0.677,0.027,-0.027,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 b,CONFIRMED,7.975292,2457817.756,2.54,0.99,0.08832188,0.00535284,-0.00356856,0.0137,0.66,0.02,-0.02,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 c,CONFIRMED,17.3077,2457830.024,3.59,3.03,0.27031849,0.04728343,-0.04193059,0.0385,0.71,0.1,-0.1,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 c,CONFIRMED,17.307137,2457812.718,3.45,2.91,0.25961281,0.00981354,-0.0089214,0.0401,0.66,0.02,-0.02,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 c,CONFIRMED,17.3070631,2460253.013,3.646,3.7275,0.33254585,0.02646217,-0.02646217,,0.77,0.06,-0.06,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 c,CONFIRMED,17.30713,2457812.718,3.449,3.0,0.26764253,0.01159784,-0.01159784,0.04064,0.677,0.027,-0.027,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 d,CONFIRMED,25.575065,2457780.812,3.12,1.45,0.12936034,0.00981354,-0.00713712,0.0201,0.66,0.02,-0.02,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-136 d,CONFIRMED,25.575,2457780.812,3.04,1.565,0.13962019,0.00686949,-0.00678028,0.02119,0.677,0.027,-0.027,59.2474,0.1877,-0.1865,16.8497,0.0528994,-0.0528994
K2-137 b,CONFIRMED,0.179715,2457583.024,0.6288,0.89,0.07940048,0.00802926,-0.00802926,0.0184,0.442,0.044,-0.044,98.8765,0.6176,-0.6101,10.0853,0.0623176,-0.0623176
K2-138 b,CONFIRMED,2.35309,2457773.317,2.01,1.51,0.13471318,0.00981354,-0.00749398,0.016,0.863,0.031,-0.018,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 b,CONFIRMED,2.35322,2457773.317,1.73,1.57,0.14006602,0.02497993,-0.01516638,0.0168,0.86,0.08,-0.08,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 b,CONFIRMED,2.35321,2457740.371,1.947,1.49,0.1329289,0.0133821,-0.01248996,0.01628,0.839,0.054,-0.051,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 c,CONFIRMED,3.56004,2457740.322,2.38,2.299,0.20510304,0.01070568,-0.00776162,0.02439,0.863,0.031,-0.018,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 c,CONFIRMED,3.55987,2457740.322,2.329,2.52,0.22481934,0.03033277,-0.01427424,0.0267,0.86,0.08,-0.08,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 c,CONFIRMED,3.56015,2457740.321,2.339,2.26,0.2016237,0.01605852,-0.01516638,0.02463,0.839,0.054,-0.051,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 d,CONFIRMED,5.40484,2457743.157,2.764,2.46,0.2194665,0.01695066,-0.01605852,0.02678,0.839,0.054,-0.051,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
K2-138 d,CONFIRMED,5.40478,2457743.161,2.97,2.66,0.23730931,0.03479347,-0.01605852,0.0283,0.86,0.08,-0.08,202.585,2.028,-1.989,4.90795,0.048567,-0.048567
