toi,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad
7095.01,PC,5.215,0.035,-0.035,1.676,0.031,-0.031,2460416.358,4.6745746,8.627,1.973,-1.973,1731.0,90.8444,-90.8444,13.7841,3744.12,2179.0,12.3311,0.011,-0.011,1078.06,24.15,-24.15,5759.0,132.6,-132.6,3.29,3.8
7096.01,PC,-1.674,0.049,-0.049,-0.922,0.043,-0.043,2460565.045,3.3505745,4.633,0.473,-0.473,3685.0,134.485,-134.485,11.4859,3106.23,2079.0,12.0366,0.009,-0.009,999.917,29.1685,-29.1685,6940.0,136.2,-136.2,3.93,2.21
7097.01,PC,9.457,0.048,-0.048,13.763,0.058,-0.058,2460554.559,4.1560086,2.954,0.464,-0.464,2503.0,145.042,-145.042,7.19145,501.609,1318.0,12.6142,0.007,-0.007,768.4,14.9265,-14.9265,6056.0,133.1,-133.1,4.11,1.55
7098.01,PC,0.632,0.028,-0.028,-2.624,0.028,-0.028,2460420.867,1.3821651,2.435,0.369,-0.369,9250.0,542.588,-542.588,17.6176,7314.38,2576.0,13.1922,0.012,-0.012,1601.2,45.505,-45.505,7662.0,123.0,-123.0,4.12,1.94
7099.01,PC,-1.705,0.026,-0.026,-1.883,0.024,-0.024,2460570.433,4.4264918,6.059,1.895,-1.895,3584.0,309.43,-309.43,14.8697,2497.57,1969.0,12.9147,0.007,-0.007,1365.41,29.18,-29.18,6231.0,128.9,-128.9,3.74,2.46
710.01,FP,-13.07,0.064,-0.064,12.778,0.05,-0.05,2458343.942,216.24584,1.0703729,0.0391876,-0.0391876,5045.195068,142.8977,-142.8977,18.5681404,312.4351835,1072.283771,8.488401,0.006,-0.006,157.721,0.7265,-0.7265,7053.0,206.0,-206.0,4.22463,1.59688
7100.01,PC,0.618,0.038,-0.038,-1.973,0.033,-0.033,2460418.422,7.4156006,2.76,0.257,-0.257,12272.0,619.157,-619.157,16.1132,149.56,974.0,13.1187,0.026,-0.026,849.58,15.5355,-15.5355,6446.0,122.0,-122.0,4.21,1.5
7102.01,PC,-0.264,0.031,-0.031,-3.565,0.031,-0.031,2460422.722,1.1838059,1.307,0.251,-0.251,4487.0,451.773,-451.773,11.623,2638.6,1996.0,13.3122,0.013,-0.013,1086.14,19.475,-19.475,7433.0,122.0,-122.0,4.22,1.68
7103.01,PC,-23.457,0.048,-0.048,-50.335,0.043,-0.043,2460565.253,5.3590843,2.477,0.6,-0.6,3018.0,133.48,-133.48,4.36817,101.96,885.0,11.0011,0.006,-0.006,126.595,0.4485,-0.4485,4845.0,133.5,-133.5,4.52,0.81
7105.01,PC,2.88,0.04,-0.04,6.442,0.036,-0.036,2460421.981,17.0548288,4.555,0.669,-0.669,5295.0,413.751,-413.751,9.80945,55.0578,758.0,13.3592,0.033,-0.033,587.476,6.518,-6.518,5769.0,122.0,-122.0,4.17,1.38
7106.01,PC,5.847,0.036,-0.036,-3.734,0.032,-0.032,2460568.643,2.7945508,2.978,0.555,-0.555,8242.0,607.405,-607.405,13.7026,1289.93,1669.0,13.3622,0.013,-0.013,1072.23,25.835,-25.835,6345.0,122.0,-122.0,4.15,1.56
7107.01,PC,8.99,0.04,-0.04,2.667,0.039,-0.039,2460418.354,8.6145655,4.84,0.616,-0.616,6195.0,241.662,-241.662,12.146,577.62,1365.0,12.1748,0.016,-0.016,563.391,6.2015,-6.2015,6467.0,156.2,-156.2,4.28,1.38
711.01,PC,5.702,0.04,-0.04,-47.955,0.053,-0.053,2458329.915,18.3841259,3.4924479,0.4028699,-0.4028699,1010.098922,65.31488,-65.31488,2.1505216,10.4112654,458.1372754,11.7481,0.006,-0.006,118.28,0.3065,-0.3065,4356.0,173.0,-173.0,4.60471,0.681407
711.02,PC,5.702,0.04,-0.04,-47.955,0.053,-0.053,2458342.538,35.9432773,2.7244261,0.3590009,-0.3590009,1178.967443,109.010864,-109.010864,2.7375059,4.2586368,366.384759,11.7481,0.006,-0.006,118.28,0.3065,-0.3065,4356.0,173.0,-173.0,4.60471,0.681407
7110.01,PC,11.272,0.026,-0.026,-1.349,0.025,-0.025,2460541.666,8.8182594,2.169,0.452,-0.452,5493.0,397.473,-397.473,13.1872,61.7662,781.0,13.2009,0.009,-0.009,1165.55,17.135,-17.135,6052.0,122.0,-122.0,3.96,1.84
7111.01,PC,-0.08,0.037,-0.037,-1.73,0.036,-0.036,2460422.364,7.0634276,2.056,0.504,-0.504,5286.0,624.881,-624.881,11.2092,102.801,887.0,12.9436,0.012,-0.012,741.716,12.062,-12.062,6354.0,142.2,-142.2,4.28,1.34
7113.01,PC,-2.149,0.031,-0.031,0.735,0.026,-0.026,2460418.978,4.6351977,3.856,0.184,-0.184,11113.0,275.292,-275.292,15.825,449.395,1282.0,12.6686,0.017,-0.017,561.587,4.594,-4.594,5691.0,160.9,-160.9,4.05,1.57
7115.01,APC,-1.229,0.043,-0.043,-3.792,0.036,-0.036,2460422.939,0.8738186,1.229,0.187,-0.187,5487.0,420.231,-420.231,10.2138,1547.44,1747.0,13.0031,0.016,-0.016,646.214,10.746,-10.746,5838.0,122.0,-122.0,4.24,1.29
7116.01,PC,-6.393,0.044,-0.044,-13.87,0.042,-0.042,2460547.319,18.9438583,4.108,0.273,-0.273,12167.0,436.692,-436.692,10.0797,28.1157,641.0,12.3657,0.006,-0.006,346.75,3.215,-3.215,5583.0,146.9,-146.9,4.47,0.95
7118.01,PC,19.6,3.1,-3.1,11.5,3.5,-3.5,2460335.382,37.8016862,3.788,0.956,-0.956,1734.0,119.569,-119.569,6.55527,18.7121,,10.8086,0.006,-0.006,273.779,,,6783.0,,,,1.61
7119.01,PC,1.708,1.576,-1.576,2.377,1.576,-1.576,2460422.161,2.5933417,3.253,0.142,-0.142,9482.0,200.43,-200.43,15.3451,1492.39,,12.2118,0.006,-0.006,563.413,,,6258.1,,,,1.57
712.01,CP,-2.929,0.047,-0.047,31.003,0.045,-0.045,2460139.317,9.531366,1.673,0.388,-0.388,916.0,45.983,-45.983,2.24794,19.4095,584.0,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.72
712.02,CP,-2.929,0.047,-0.047,31.003,0.045,-0.045,2460083.781,51.6991421,4.371,0.822,-0.822,1339.0,41.4499,-41.4499,2.45531,2.70562,357.0,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.72
712.03,FA,-2.929,0.047,-0.047,31.003,0.045,-0.045,2458417.121,53.746482,5.592988,0.414857,-0.414857,1557.541816,170.5844,-170.5844,3.263156,3.3582641,345.2617451,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.842645
712.04,CP,-2.929,0.047,-0.047,31.003,0.045,-0.045,2460082.804,84.83869,5.194,0.732,-0.732,1020.0,48.3813,-48.3813,2.03857,1.21501,292.0,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.72
7120.01,PC,-1.085,0.046,-0.046,-4.038,0.037,-0.037,2460417.301,3.1739167,3.65,1.068,-1.068,2669.0,207.184,-207.184,17.4128,3458.24,2136.0,12.8736,0.049,-0.049,1353.61,51.18,-51.18,7099.0,368.3,-368.3,3.64,3.17
7121.01,FP,-1.682,0.033,-0.033,-3.74,0.028,-0.028,2460558.272,0.9739887,1.594,0.446,-0.446,2904.0,6422.51,-6422.51,21.8604,25053.9,3504.0,13.149,0.008,-0.008,1387.55,31.91,-31.91,7357.0,122.0,-122.0,4.08,1.95
7123.01,PC,-14.863,0.115,-0.115,-15.091,0.101,-0.101,2460422.955,0.3075961,0.49,0.001,-0.001,124509.0,1234.02,-1234.02,17.2274,117.396,917.0,14.8916,0.007,-0.007,151.776,1.45,-1.45,3257.0,157.0,-157.0,4.86,0.37
7124.01,PC,0.258,0.03,-0.03,-2.585,0.026,-0.026,2460448.587,2.6414334,2.508,0.107,-0.107,19204.0,466.224,-466.224,13.6255,580.045,1367.0,13.3745,0.028,-0.028,610.592,8.4635,-8.4635,5753.0,122.0,-122.0,4.4,1.06
7125.01,PC,114.295,0.061,-0.061,5.501,0.052,-0.052,2460435.645,21.7276636,2.924,0.207,-0.207,43934.0,2345.92,-2345.92,8.18265,1.32008,298.0,13.9933,0.008,-0.008,115.061,0.546,-0.546,3437.0,157.0,-157.0,4.83,0.4
7126.01,PC,-4.759,0.048,-0.048,-9.559,0.049,-0.049,2460443.356,3.2966077,3.965,0.224,-0.224,4963.0,168.15,-168.15,14.8596,1459.72,1722.0,12.066,0.046,-0.046,666.281,13.728,-13.728,6259.0,296.7,-296.7,3.87,2.12
7127.01,PC,5.97,0.038,-0.038,0.408,0.036,-0.036,2460443.236,3.3683989,4.63,0.35,-0.35,3874.0,133.056,-133.056,13.3562,2907.88,2045.0,12.3008,0.043,-0.043,833.536,19.848,-19.848,6902.0,333.5,-333.5,3.85,2.41
7129.01,PC,0.143,0.029,-0.029,-4.368,0.029,-0.029,2460446.145,8.8204144,7.63,1.139,-1.139,4100.0,284.832,-284.832,11.5324,553.234,1351.0,13.2574,0.033,-0.033,698.905,8.87,-8.87,5672.0,125.0,-125.0,3.81,2.07
713.01,PC,-19.099,0.045,-0.045,-124.999,0.038,-0.038,2458346.711,35.9993588,4.1814011,0.2574465,-0.2574465,1086.73625,39.823483,-39.823483,2.2253394,3.7788536,355.5983746,10.6925,0.006,-0.006,69.3653,0.0937,-0.0937,4316.7,69.0,-69.0,4.60858,0.651075
713.02,PC,-19.099,0.045,-0.045,-124.999,0.038,-0.038,2458325.895,1.8715209,1.0213466,0.0789038,-0.0789038,255.7891339,20.757965,-20.757965,1.0618157,194.7571992,952.7810913,10.6925,0.006,-0.006,69.3653,0.0937,-0.0937,4316.7,69.0,-69.0,4.60858,0.651075
7130.01,PC,-3.159,0.027,-0.027,-4.248,0.023,-0.023,2460448.282,1.2433877,1.65,0.28,-0.28,2757.0,247.041,-247.041,8.07577,2274.15,1923.0,13.2252,0.023,-0.023,697.962,7.5895,-7.5895,6488.0,122.0,-122.0,4.22,1.47
7132.01,PC,5.256,0.032,-0.032,1.633,0.029,-0.029,2460447.098,1.4716633,1.23,0.287,-0.287,9168.0,17198.8,-17198.8,21.4506,997.016,1565.0,13.1626,0.026,-0.026,498.336,4.382,-4.382,5298.0,123.0,-123.0,4.34,1.07
7133.01,PC,-7.097,0.029,-0.029,-2.025,0.028,-0.028,2460444.956,3.8282053,3.891,0.473,-0.473,4275.0,172.266,-172.266,11.9804,1269.85,1663.0,12.7389,0.024,-0.024,884.206,14.7445,-14.7445,6455.0,193.4,-193.4,3.93,2.05
7134.01,PC,11.649,0.025,-0.025,1.303,0.024,-0.024,2460447.742,3.5899561,3.434,0.595,-0.595,3727.0,259.388,-259.388,18.0461,1033.33,,12.4029,0.007,-0.007,937.871,14.326,-14.326,6224.0,,,3.6,2.87
7135.01,PC,-19.325,0.022,-0.022,17.375,0.03,-0.03,2460428.761,10.6185545,1.537,0.366,-0.366,10466.0,936.143,-936.143,12.568,18.9483,581.0,12.6634,0.007,-0.007,590.48,5.5855,-5.5855,5925.9,143.0,-143.0,4.32,1.19
7137.01,FP,-25.127,0.028,-0.028,-0.737,0.031,-0.031,2460556.902,1.2529962,1.083,0.215,-0.215,14080.0,22480.6,-22480.6,19.179,382.546,1232.0,12.8161,0.006,-0.006,196.593,0.5475,-0.5475,4220.0,120.3,-120.3,4.51,0.75
7138.01,PC,-3.293,0.048,-0.048,-2.861,0.044,-0.044,2460449.126,5.4149624,1.24,0.228,-0.228,4028.0,307.495,-307.495,16.1825,155.146,983.0,12.081,0.024,-0.024,1154.79,35.375,-35.375,7979.0,225.7,-225.7,3.84,2.75
7139.01,PC,-6.119,0.028,-0.028,-1.916,0.023,-0.023,2460446.086,3.8850223,1.209,0.26,-0.26,6113.0,499.799,-499.799,11.9861,192.359,1037.0,12.6728,0.038,-0.038,699.662,7.1055,-7.1055,7162.0,289.9,-289.9,4.3,1.48
714.01,PC,92.721,0.055,-0.055,115.298,0.058,-0.058,2458412.826,4.3239329,1.5783127,0.3625482,-0.3625482,977.2224915,54.540478,-54.540478,1.5008877,23.7735564,563.1748972,11.5436,0.007,-0.007,53.8473,0.0679,-0.0679,3782.0,,,4.438,0.473141
714.02,PC,92.721,0.055,-0.055,115.298,0.058,-0.058,2458419.106,10.1775475,2.0401655,0.3298276,-0.3298276,943.2876093,63.75644,-63.75644,1.5705443,7.5929156,423.3717664,11.5436,0.007,-0.007,53.8473,0.0679,-0.0679,3782.0,,,4.438,0.473141
7140.01,PC,0.773,0.025,-0.025,-0.192,0.024,-0.024,2460444.617,5.1879527,5.979,1.079,-1.079,3524.0,218.573,-218.573,14.8534,1933.52,1847.0,12.5317,0.031,-0.031,1030.49,18.19,-18.19,6617.0,240.2,-240.2,3.66,2.9
7141.01,PC,-22.902,0.075,-0.075,25.437,0.101,-0.101,2460478.279,2.4141149,1.329,0.288,-0.288,10760.0,799.733,-799.733,5.83132,29.5308,649.0,14.2442,0.007,-0.007,229.246,2.2465,-2.2465,3438.0,157.0,-157.0,4.64,0.61
7142.01,PC,-6.567,0.026,-0.026,-10.748,0.024,-0.024,2460468.091,6.5433068,3.114,0.22,-0.22,26297.0,1152.72,-1152.72,16.0666,102.868,887.0,13.3053,0.007,-0.007,557.43,6.6255,-6.6255,5295.0,122.0,-122.0,4.34,1.07
7143.01,PC,-1.027,0.025,-0.025,-70.749,0.03,-0.03,2460478.124,1.1376981,1.02,0.556,-0.556,1217.0,235.076,-235.076,2.77467,349.377,1204.0,12.6106,0.006,-0.006,177.343,0.5115,-0.5115,4244.0,128.7,-128.7,4.52,0.74
7144.01,PC,-0.381,0.03,-0.03,-17.039,0.036,-0.036,2460479.275,0.5289141,1.087,0.254,-0.254,2503.0,226.25,-226.25,6.67772,3529.75,2147.0,12.7353,0.007,-0.007,625.682,8.6625,-8.6625,5739.6,120.9,-120.9,4.2,1.34
7145.01,PC,-1.992,0.024,-0.024,14.484,0.028,-0.028,2460411.471,23.2471066,2.031,0.738,-0.738,12754.0,3517.51,-3517.51,13.9025,8.76779,479.0,13.0371,0.007,-0.007,578.77,4.942,-4.942,5839.1,19.2,-19.2,4.45,1.01
7146.01,PC,7.711,0.035,-0.035,-1.702,0.037,-0.037,2460452.349,28.4664618,5.958,0.614,-0.614,4267.0,196.003,-196.003,9.21955,36.4134,684.0,12.2041,0.012,-0.012,544.981,5.9925,-5.9925,5888.0,141.0,-141.0,4.09,1.54
7147.01,PC,32.56,0.046,-0.046,-31.417,0.058,-0.058,2460478.3,1.3473988,0.444,0.222,-0.222,11164.0,11725.4,-11725.4,9.67861,20.22,590.0,13.7182,0.007,-0.007,207.933,1.126,-1.126,3576.0,157.0,-157.0,4.6158,0.64
7148.01,PC,-23.64,0.031,-0.031,-29.48,0.036,-0.036,2460479.465,1.3432587,1.534,0.309,-0.309,2215.0,169.922,-169.922,3.99294,663.13,1413.0,12.1285,0.006,-0.006,245.173,1.4785,-1.4785,5031.1,112.0,-112.0,4.48,0.87
7149.01,CP,-7.757,0.092,-0.092,12.878,0.088,-0.088,2460475.348,2.6520679,1.53,0.041,-0.041,126188.0,1377.01,-1377.01,11.2606,15.7673,555.0,14.8294,0.008,-0.008,126.126,1.1065,-1.1065,3247.0,157.0,-157.0,4.88,0.34
715.01,CP,82.634,0.078,-0.078,9.987,0.098,-0.098,2458327.552,19.2879579,2.1841643,0.1838245,-0.1838245,4773.550883,238.33017,-238.33017,1.7145308,0.7212871,235.0427129,13.5308,0.007,-0.007,42.4048,0.08555,-0.08555,3075.0,,,4.438,0.229824
7150.01,PC,1.742,0.025,-0.025,-0.684,0.025,-0.025,2460478.398,0.8818115,1.558,0.343,-0.343,2067.0,195.55,-195.55,9.47171,4304.47,2256.0,13.085,0.011,-0.011,1276.55,26.415,-26.415,6571.0,122.0,-122.0,3.91,2.14
7151.01,PC,-10.284,0.032,-0.032,-7.176,0.051,-0.051,2460466.657,7.1467369,3.913,1.03,-1.03,1157.0,82.7607,-82.7607,3.63858,412.052,1255.0,11.5576,0.011,-0.011,350.869,3.5775,-3.5775,6252.0,136.8,-136.8,4.4,1.15
7153.01,PC,-30.743,0.049,-0.049,37.3,0.043,-0.043,2460435.799,27.6174987,4.509,0.692,-0.692,2176.0,149.765,-149.765,3.92928,17.4356,569.0,12.1854,0.006,-0.006,293.366,2.424,-2.424,5469.0,145.1,-145.1,4.51,0.9
7154.01,PC,-11.012,0.043,-0.043,9.493,0.05,-0.05,2460464.05,8.8600515,2.493,0.192,-0.192,10563.0,336.506,-336.506,9.20623,45.247,722.0,11.9445,0.007,-0.007,299.123,2.426,-2.426,5481.0,127.1,-127.1,4.45,0.97
7155.01,PC,36.34,0.038,-0.038,-9.377,0.033,-0.033,2460477.354,3.8949005,2.171,0.358,-0.358,1071.0,74.706,-74.706,2.15693,116.253,914.0,11.8389,0.006,-0.006,144.751,0.424,-0.424,4718.0,168.5,-168.5,4.66,0.67
7156.01,PC,67.556,0.057,-0.057,-24.678,0.075,-0.075,2460478.565,1.9299641,0.37,0.121,-0.121,26801.0,15310.1,-15310.1,11.758,2.99687,366.0,14.6049,0.01,-0.01,181.369,1.5445,-1.5445,3554.0,157.0,-157.0,4.78,0.46
7157.01,PC,-0.605,0.046,-0.046,-4.016,0.045,-0.045,2460422.723,1.1838063,1.233,0.336,-0.336,1853.0,191.817,-191.817,9.29553,6017.49,2453.0,12.3132,0.014,-0.014,1075.54,28.41,-28.41,8996.0,209.9,-209.9,4.14,2.11
7158.01,PC,-3.005,0.037,-0.037,-1.995,0.035,-0.035,2460423.523,3.338577,3.519,0.539,-0.539,3620.0,255.657,-255.657,11.9188,2475.81,1965.0,13.1238,0.009,-0.009,1622.57,63.175,-63.175,7482.0,122.0,-122.0,4.02,2.13
716.01,FP,94.649,0.045,-0.045,-39.417,0.059,-0.059,2458518.11,0.83707,2.497,0.567,-0.567,2745.5,16.2657,-16.2657,2.98849,2645.93,1998.0,12.4268,0.007,-0.007,88.8248,0.3145,-0.3145,3776.0,152.8,-152.8,4.72,0.52
7160.01,PC,-10.418,2.099,-2.099,-6.043,2.099,-2.099,2460571.181,3.0825102,3.708,0.347,-0.347,4011.0,166.112,-166.112,10.2259,1312.39,1676.0,12.934,0.006,-0.006,746.634,,,6001.8,27.9,-27.9,,1.69
7161.01,PC,-3.344,1.677,-1.677,-5.804,1.677,-1.677,2460417.121,3.8285502,5.248,0.49,-0.49,2531.0,96.6115,-96.6115,12.7621,3360.36,2121.0,11.951,0.02,-0.02,736.113,,,7075.0,172.3,-172.3,3.74,2.8
7162.01,PC,-0.864,2.183,-2.183,1.269,2.183,-2.183,2460555.537,8.6393678,2.325,0.349,-0.349,22505.0,1575.02,-1575.02,8.17498,6.46156,444.0,14.4397,0.008,-0.008,,,,3468.0,157.0,-157.0,4.68,0.56
7163.01,PC,48.686,0.053,-0.053,13.329,0.048,-0.048,2460414.45,5.3913891,1.995,0.537,-0.537,4086.0,330.626,-330.626,4.28654,79.5918,832.0,11.2584,0.006,-0.006,137.3,0.581,-0.581,5179.0,136.3,-136.3,4.68,0.71
7164.01,FP,-6.704,0.035,-0.035,23.44,0.053,-0.053,2460087.797,736.5528811,4.735,1.644,-1.644,1432.0,822.724,-822.724,3.13923,0.22955,192.0,9.8447,0.006,-0.006,108.2,0.4255,-0.4255,5659.0,134.6,-134.6,4.57,0.86
7165.01,KP,-0.943,0.038,-0.038,8.225,0.038,-0.038,2460534.505,3.2509657,3.2261161,0.4696076,-0.4696076,7218.261236,896.1608,-896.1608,12.8297161,1175.136445,1493.281977,14.1223,0.023,-0.023,1188.0,32.645,-32.645,5757.0,134.0,-134.0,4.09896,1.49959
7166.01,PC,260.604,0.133,-0.133,-270.599,0.108,-0.108,2460537.647,12.9228111,1.5980207,0.2144257,-0.2144257,8723.256446,870.9261,-870.9261,2.1004549,1.1580614,264.5773396,13.123,0.008,-0.008,35.4153,0.0939,-0.0939,3166.0,157.0,-157.0,5.02476,0.223377
7167.01,PC,-10.68,0.094,-0.094,-8.823,0.034,-0.034,2460563.749,13.723753,2.3593878,0.2279913,-0.2279913,3129.081365,283.006,-283.006,7.707781,182.2286132,937.0740086,11.8246,0.007,-0.007,502.982,12.7325,-12.7325,6374.4,137.098,-137.098,4.28178,1.34911
7168.01,KP,-6.914,0.079,-0.079,-44.248,0.054,-0.054,2460560.085,1.7497746,1.8691036,0.0105383,-0.0105383,29973.70516,143.08948,-143.08948,15.5589079,605.7624942,1265.305351,11.3819,0.006,-0.006,174.818,1.333,-1.333,5087.0,129.521,-129.521,4.50322,0.856841
7169.01,PC,34.27,0.036,-0.036,8.418,0.035,-0.035,2460560.151,3.4375711,3.9255437,0.07831,-0.07831,10435.07084,239.33965,-239.33965,15.0290201,1056.468569,1454.065247,11.908,0.011,-0.011,467.151,6.9295,-6.9295,5874.0,138.77,-138.77,4.15198,1.43119
717.01,FP,-26.092,0.176,-0.176,62.064,0.26,-0.26,2458518.266,0.53079,1.238,0.234,-0.234,1113.07,2.91444,-2.91444,,977.343,1557.0,11.4407,0.007,-0.007,34.7229,0.0951,-0.0951,3788.4,244.9,-244.9,4.87,
7170.01,PC,21.523,0.059,-0.059,-44.617,0.03,-0.03,2460234.78,1.917096,1.0402081,0.2368876,-0.2368876,4017.079207,311.28613,-311.28613,3.5741192,73.898565,747.7884464,12.8317,0.007,-0.007,106.54,0.386,-0.386,3653.0,157.0,-157.0,4.71723,0.523126
7171.01,PC,12.496,0.05,-0.05,0.697,0.052,-0.052,2460577.801,23.5367004,5.715,1.173,-1.173,443.0,30.9222,-30.9222,3.3862,158.942,989.0,8.98453,0.006,-0.006,218.03,1.437,-1.437,7487.0,131.3,-131.3,4.22,1.69
7172.01,PC,29.805,0.072,-0.072,-23.39,0.043,-0.043,2460585.789,2.7547949,2.2653165,0.2588784,-0.2588784,1434.202695,161.70987,-161.70987,3.7424744,551.092681,1235.736602,11.5702,0.006,-0.006,254.558,3.1495,-3.1495,5531.0,124.344,-124.344,4.44591,0.977544
7173.01,FP,-16.648,0.036,-0.036,-61.315,0.031,-0.031,2460584.788,0.6257352,0.8361985,0.0617807,-0.0617807,13403.1637,997.5554,-997.5554,9.1590642,420.7449426,1155.113011,13.3892,0.008,-0.008,161.939,0.5475,-0.5475,3718.0,157.0,-157.0,4.6571,0.593043
7174.01,PC,0.755,0.041,-0.041,-11.713,0.041,-0.041,2460586.045,4.2422767,2.8605497,0.1224567,-0.1224567,4728.474095,208.4485,-208.4485,14.4051573,1672.362567,1630.993984,11.6951,0.008,-0.008,624.168,10.535,-10.535,6223.0,127.484,-127.484,3.94893,1.92379
7175.01,PC,-11.845,0.047,-0.047,-4.699,0.043,-0.043,2460607.533,2.9944941,3.621007,0.0642614,-0.0642614,2479.367133,119.02383,-119.02383,15.498003,10706.91384,2594.393374,9.54026,0.006,-0.006,465.072,7.6485,-7.6485,7465.0,170.7,-170.7,3.71,3.0202899
7177.01,PC,42.758,0.072,-0.072,7.095,0.069,-0.069,2460584.133,6.8434236,3.179,0.898,-0.898,767.0,46.756,-46.756,2.93142,325.891,1183.0,9.94212,0.006,-0.006,165.19,1.281,-1.281,6060.0,136.9,-136.9,4.38,1.14
7178.01,PC,56.808,0.082,-0.082,-12.288,0.08,-0.08,2460581.426,5.2169076,2.299,0.395,-0.395,334.0,23.4957,-23.4957,2.0097,192.44,1037.0,8.3898,0.006,-0.006,78.2804,0.38445,-0.38445,5966.0,124.1,-124.1,4.39,1.1
7179.01,PC,-4.345,0.056,-0.056,23.669,0.054,-0.054,2460581.193,2.7384363,3.018,0.383,-0.383,871.0,48.207,-48.207,10.4314,549.707,1348.0,10.3065,0.006,-0.006,402.817,4.6275,-4.6275,4964.0,173.4,-173.4,,3.56
718.01,FA,-3.58,0.049,-0.049,34.785,0.057,-0.057,2459144.828,12.8650769,3.979,0.913,-0.913,1070.0,4.39433,-4.39433,1.90058,40.6428,703.0,11.4845,0.006,-0.006,726.88,13.106,-13.106,5031.0,122.0,-122.0,,0.81
7180.01,PC,-3.304,0.067,-0.067,-4.107,0.064,-0.064,2460582.917,3.2607791,3.152,0.624,-0.624,574.0,43.9235,-43.9235,3.18123,973.545,1556.0,10.3767,0.006,-0.006,244.502,2.5255,-2.5255,5975.0,129.3,-129.3,4.19,1.39
7181.01,PC,-1.621,0.072,-0.072,1.041,0.074,-0.074,2460583.261,5.1794403,4.628,0.704,-0.704,796.0,47.3181,-47.3181,5.8283,773.896,1469.0,10.3618,0.006,-0.006,355.502,7.1805,-7.1805,5946.0,136.1,-136.1,3.78,2.21
7182.01,PC,-5.054,0.081,-0.081,-51.133,0.038,-0.038,2460563.964,14.7126653,3.56,0.92,-0.92,305.0,23.6794,-23.6794,2.08605,74.4061,818.0,8.1891,0.006,-0.006,91.8327,0.3479,-0.3479,6156.0,120.2,-120.2,4.25,1.34
7183.01,PC,-3.981,1.288,-1.288,-2.063,1.067,-1.067,2460602.073,10.5739387,3.484,0.839,-0.839,493.0,39.8765,-39.8765,4.60829,590.803,,9.504,0.007,-0.007,320.872,,,9088.0,,,,2.3
7184.01,PC,13.007,0.093,-0.093,-60.288,0.073,-0.073,2460608.105,1.1976555,1.257,0.347,-0.347,303.0,37.1081,-37.1081,1.53572,922.814,1535.0,9.70916,0.006,-0.006,105.18,0.5885,-0.5885,5598.9,107.1,-107.1,4.52,0.91
7185.01,PC,-73.474,0.131,-0.131,-107.979,0.109,-0.109,2460611.293,2.6881318,0.9223764,0.0910305,-0.0910305,22717.9495,1646.6449,-1646.6449,3.537073,10.8896046,463.3111771,14.1398,0.007,-0.007,59.6029,0.24475,-0.24475,3244.0,157.0,-157.0,5.01029,0.232947
7186.01,PC,1.426,0.074,-0.074,-7.129,0.057,-0.057,2460506.05,1.7024504,2.913,0.196,-0.196,8210.0,284.729,-284.729,16.0263,2502.63,1970.0,12.4401,0.009,-0.009,756.615,23.8755,-23.8755,6026.0,129.4,-129.4,3.88,2.0
7189.01,PC,3.722,0.073,-0.073,-22.469,0.077,-0.077,2460503.943,2.8890956,2.232,0.628,-0.628,36105.0,12995.3,-12995.3,12.4627,94.1363,867.0,13.8273,0.007,-0.007,192.09,1.598,-1.598,3643.0,157.0,-157.0,4.66,0.59
719.01,FP,57.83,0.043,-0.043,-24.55,0.045,-0.045,2460007.695,4.109953,4.641,0.882,-0.882,434.0,22.2615,-22.2615,1.81345,1091.8,1601.0,9.0349,0.006,-0.006,84.7306,0.2111,-0.2111,5653.0,122.3,-122.3,4.46,0.97
7191.01,PC,-10.682,0.025,-0.025,6.456,0.039,-0.039,2460497.252,5.6604695,4.651,0.684,-0.684,3523.0,165.079,-165.079,8.32101,536.569,1340.0,12.4188,0.007,-0.007,636.574,9.598,-9.598,5711.0,130.0,-130.0,4.04,1.6
7192.01,PC,-34.781,0.045,-0.045,-52.098,0.043,-0.043,2460492.948,16.3425332,3.985,2.102,-2.102,748.0,904.977,-904.977,3.45358,512.943,1325.0,10.3691,0.006,-0.006,166.363,0.7215,-0.7215,5946.0,123.6,-123.6,4.52,0.95
7193.01,FP,2.573,0.051,-0.051,-16.071,0.05,-0.05,2460495.628,5.4934218,3.658,0.087,-0.087,18470.0,342.839,-342.839,17.1065,335.209,1192.0,11.9742,0.014,-0.014,421.48,5.8915,-5.8915,6028.0,139.7,-139.7,4.29,1.25
