kepid,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig
11152159,FALSE POSITIVE,2.701287801,170.69579,2455003.696,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.0,20.9,-20.9,0.06584,3.76,-0.0321,0.02818,0.41088,-0.00767,6.54,1.64,-0.75,0.0365,62.69,1222.0,527.81,411.33,-166.35,2.22,1.1,-1.1,0.2327,0.4526,5.044661,39.745068,48.3,1,387.0,0.3375,5550.0,182.0,-182.0,4.468,0.091,-0.169,0.91,0.228,-0.105,0.889,0.102,-0.083,0.0
11153539,CONFIRMED,4.49876511,171.34905,2455004.349,0.312,0.154,-0.312,3.7362,0.0934,-0.0934,460.0,17.5,-17.5,0.019817,0.000458,-0.000789,0.67106,0.14046,-0.19399,2.1,0.65,-0.22,0.0542,88.0,1133.0,389.62,365.71,-117.4,8.95,1.9,-1.9,0.2889,0.3511,4.435833,26.501581,29.5,1,238.0,0.1694,6075.0,189.0,-210.0,4.486,0.052,-0.208,0.969,0.3,-0.1,1.048,0.139,-0.139,0.281
11242721,FALSE POSITIVE,19.65120951,179.401981,2455012.402,0.723,0.01,-0.02,5.2514,0.0179,-0.0179,11800.0,27.7,-27.7,0.106953,0.000536,-5.1e-05,0.67559,0.05956,-0.03177,12.42,3.92,-1.69,0.1433,88.27,730.0,67.03,62.46,-23.51,23.98,2.1,-2.1,0.2889,0.3511,85.46643,509.4985,513.4,1,59.0,0.5224,6074.0,168.0,-210.0,4.391,0.09,-0.21,1.063,0.336,-0.144,1.014,0.153,-0.126,0.518
9579641,CONFIRMED,5.412203927,133.143089,2454966.143,0.787,0.005,-0.565,2.9472,0.024,-0.024,602.0,4.0,-4.0,0.024775,6e-05,-0.00189,0.51087,1.25402,-0.00404,2.94,0.43,-0.38,0.0591,85.12,1093.0,337.68,137.29,-102.18,9.25,4.5,-4.5,0.2676,0.3928,46.475086,163.47614,166.7,3,244.0,0.2265,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,0.0
11304958,CONFIRMED,41.43958662,208.93203,2455041.932,0.355,0.04,-0.355,10.5989,0.088,-0.088,2790.0,22.6,-22.6,0.048175,0.000284,-0.00108,0.28189,0.06167,-0.03545,5.5,1.57,-0.96,0.2288,89.31,516.0,16.72,14.66,-6.64,29.47,6.4,-6.4,0.224,0.4695,27.788597,124.52492,141.1,1,33.0,0.4776,5468.0,180.0,-164.0,4.367,0.153,-0.187,1.046,0.297,-0.183,0.93,0.092,-0.074,0.043
11391957,CONFIRMED,8.35389523,171.63257,2455004.633,0.023,0.423,-0.023,2.2514,0.0518,-0.0518,1040.0,28.2,-28.2,0.029305,0.000955,-0.000532,6.73215,0.38293,-2.25954,2.52,0.54,-0.24,0.0768,89.95,790.0,91.9,59.06,-24.15,29.18,1.7,-1.7,0.2521,0.421,5.6967807,36.34974,43.4,1,127.0,0.5047,5592.0,152.0,-152.0,4.582,0.036,-0.144,0.787,0.169,-0.073,0.862,0.089,-0.097,0.645
11403044,CONFIRMED,4.125543472,169.752585,2455002.753,0.597,0.235,-0.367,3.1744,0.0362,-0.0362,1490.0,13.3,-13.3,0.036796,0.00263,-0.00128,0.67162,0.43306,-0.44111,4.43,1.44,-0.51,0.0529,85.95,1243.0,565.35,542.47,-188.14,8.45,2.7,-2.7,0.3024,0.3288,9.387555,94.70979,128.6,1,323.0,0.6043,6174.0,173.0,-239.0,4.417,0.056,-0.21,1.103,0.358,-0.128,1.162,0.158,-0.158,0.431
11414511,CONFIRMED,2.816504904,170.9676846,2455003.968,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,16800.0,11.0,-11.0,0.117059,0.00183,-0.000297,2.09079,0.12997,-0.41666,12.21,1.62,-0.87,0.0383,89.37,1219.0,521.13,184.34,-97.95,9.571,0.595,-0.595,0.2291,0.4603,104.64681,1328.3038,1406.8,1,474.0,0.7998,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.955,0.127,-0.068,0.941,0.053,-0.047,0.0
11442465,FALSE POSITIVE,33.93373447,186.67608,2455019.676,0.812,0.006,-0.009,14.561,0.104,-0.104,8500.0,44.3,-44.3,0.095386,0.000555,-0.000616,0.0371,0.00146,-0.00227,7.34,0.9,-0.6,0.1881,86.45,430.0,8.11,3.25,-2.06,13.12,0.516,-0.516,0.1646,0.5508,52.86124,193.4089,236.1,1,31.0,0.0299,5040.0,136.0,-151.0,4.628,0.03,-0.07,0.705,0.086,-0.058,0.782,0.063,-0.087,0.0
12110942,CONFIRMED,3.689920099,170.36571,2455003.366,0.151,0.304,-0.151,2.6557,0.0677,-0.0677,427.0,13.8,-13.8,0.018878,0.000671,-0.00037,1.70798,0.18477,-0.55842,1.89,0.54,-0.2,0.0469,89.19,1147.0,408.99,342.24,-123.32,10.71,1.2,-1.2,0.2889,0.3511,4.8750124,31.786789,35.6,1,360.0,0.4053,5880.0,157.0,-192.0,4.518,0.046,-0.196,0.917,0.262,-0.098,1.01,0.116,-0.139,0.255
12366084,CONFIRMED,4.431238488,171.015,2455004.015,0.405,0.041,-0.405,3.15,0.0423,-0.0423,1010.0,15.2,-15.2,0.02933,0.000228,-0.000889,1.01996,0.37117,-0.07443,3.25,0.47,-0.25,0.0529,87.72,1104.0,351.23,135.26,-68.33,10.19,3.7,-3.7,0.2555,0.4191,6.815371,58.259056,71.1,3,302.0,0.52,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,1.007,0.056,-0.062,0.016
12366084,CONFIRMED,11.37936986,133.84992,2454966.85,0.911,0.009,-0.656,2.6255,0.073,-0.073,1020.0,29.7,-29.7,0.035628,0.000101,-0.00609,0.63438,6.6161,-0.08378,3.95,0.57,-0.31,0.0993,86.8,806.0,99.68,38.38,-19.39,16.31,8.1,-8.1,0.2555,0.4191,5.2506146,29.930164,37.9,3,109.0,0.2364,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,1.007,0.056,-0.062,0.372
12404086,CONFIRMED,26.39432897,176.05459,2455009.055,0.602,0.25,-0.396,3.573,0.0643,-0.0643,1510.0,36.3,-36.3,0.03681,0.0042,-0.0019,2.93923,2.55609,-0.1069,3.07,0.41,-0.22,0.1635,89.28,489.0,13.49,6.07,-3.21,47.7,20.7,-20.7,0.1959,0.5086,8.917681,41.269753,48.2,1,51.0,0.2735,5129.0,154.0,-154.0,4.595,0.03,-0.084,0.763,0.103,-0.055,0.846,0.064,-0.088,0.592
8395660,CONFIRMED,13.57078281,136.279194,2454969.279,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,512.0,6.3,-6.3,0.023908,0.000413,-0.00263,0.49865,2.55354,-0.08697,2.64,0.4,-0.27,0.1096,87.07,785.0,89.61,38.12,-22.92,16.93,7.9,-7.9,0.2676,0.3928,18.771214,76.76887,88.4,4,101.0,0.6645,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,0.044
9579641,CONFIRMED,7.12594387,139.00492,2454972.005,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,192.0,4.4,-4.4,0.01512,0.000323,-0.00219,0.23879,1.86455,-0.04686,1.79,0.26,-0.23,0.0711,84.02,997.0,233.31,94.86,-70.6,8.62,4.2,-4.2,0.2676,0.3928,6.1814723,39.793564,47.1,3,181.0,0.7788,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,0.009
11656840,FALSE POSITIVE,7.442652004,169.9717797,2455002.972,0.137,0.346,-0.224,2.3078,0.0129,-0.0129,24400.0,37.8,-37.8,0.143936,0.00353,-0.00137,7.48712,1.28308,-2.42034,15.03,4.73,-1.58,0.0742,89.72,967.0,206.78,195.52,-61.76,27.99,4.8,-4.8,0.2965,0.3342,115.64278,1044.7283,835.6,1,180.0,0.0786,6108.0,183.0,-201.0,4.469,0.07,-0.21,0.956,0.301,-0.1,0.981,0.128,-0.128,0.0
11754553,CONFIRMED,16.38489988,172.72782,2455005.728,0.001,0.437,-0.001,3.0249,0.0798,-0.0798,1130.0,42.0,-42.0,0.029758,0.0013,-0.000626,5.4538,0.31953,-1.93391,2.0,0.09,-0.1,0.1084,90.0,433.0,8.35,1.49,-1.35,42.62,2.5,-2.5,0.0718,0.6834,6.419572,28.122635,28.9,3,65.0,0.7202,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,0.204
11754553,CONFIRMED,7.8774163,176.3759,2455009.376,0.041,0.409,-0.041,2.0805,0.0517,-0.0517,1310.0,37.7,-37.7,0.03209,0.00127,-0.000623,8.09685,0.29419,-3.06106,2.16,0.09,-0.11,0.0665,89.92,553.0,22.18,3.97,-3.59,29.84,1.1,-1.1,0.0718,0.6834,10.036489,41.450657,38.7,3,135.0,0.5008,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,0.588
11754553,CONFIRMED,36.4454001,151.60125,2454984.601,0.028,0.437,-0.028,4.007,0.126,-0.126,1120.0,53.4,-53.4,0.029681,0.00141,-0.00109,5.21237,0.20808,-2.09092,1.99,0.09,-0.09,0.1847,89.98,332.0,2.88,0.51,-0.47,71.53,2.9,-2.9,0.0718,0.6834,5.9903665,19.803268,21.7,3,27.0,0.6219,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,0.633,0.029,-0.035,0.01
11812062,CONFIRMED,3.728732147,171.793255,2455004.793,0.558,0.13,-0.149,2.683,0.035,-0.035,5230.0,18.5,-18.5,0.068178,0.00221,-0.00184,1.24118,0.40267,-0.40433,6.02,1.22,-0.52,0.0455,86.7,1023.0,258.34,162.58,-65.21,9.7,3.1,-3.1,0.2396,0.4415,28.264866,360.1958,345.2,1,357.0,0.6769,5497.0,166.0,-149.0,4.577,0.034,-0.136,0.809,0.164,-0.07,0.907,0.074,-0.102,0.0
11818800,CANDIDATE,40.4195037,173.56469,2455006.565,0.911,5.567,-0.118,3.362,0.14,-0.14,6260.0,230.0,-230.0,0.088069,5.46,-0.0136,1.89549,5.83737,-1.19072,7.51,1.12,-0.91,0.2062,89.05,467.0,11.29,5.67,-3.57,54.7,24.1,-24.1,0.2665,0.398,22.598503,94.071846,36.9,1,36.0,0.8482,5446.0,179.0,-163.0,4.507,0.116,-0.105,0.781,0.116,-0.095,0.714,0.104,-0.037,0.027
11853255,CONFIRMED,2.243380573,170.679233,2455003.679,0.915,0.009,-0.63,1.1196,0.0384,-0.0384,822.0,25.6,-25.6,0.032248,0.000463,-0.00536,1.50915,17.63096,-0.38164,1.99,0.1,-0.12,0.028,82.88,822.0,107.6,21.47,-20.32,7.38,3.6,-3.6,0.1171,0.6215,4.251499,30.578562,38.9,1,472.0,0.5576,4149.0,82.0,-91.0,4.698,0.024,-0.027,0.564,0.03,-0.033,0.578,0.027,-0.037,0.0
11909839,FALSE POSITIVE,10.40599802,177.197466,2455010.197,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,14500.0,22.4,-22.4,0.111248,0.000554,-0.000773,0.38489,0.02824,-0.02766,11.23,2.92,-1.95,0.0855,88.57,833.0,113.94,90.01,-45.01,13.012,0.955,-0.955,0.2865,0.3556,97.352005,691.1691,745.2,1,117.0,0.8796,5746.0,173.0,-173.0,4.393,0.18,-0.198,0.924,0.241,-0.16,0.77,0.118,-0.047,0.553
11918099,CONFIRMED,2.337437946,171.761982,2455004.762,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,971.0,13.7,-13.7,0.027998,0.00072,-0.000665,2.41093,0.35848,-0.6637,2.34,0.17,-0.09,0.0325,88.19,1070.0,311.16,69.46,-40.17,8.86,1.3,-1.3,0.1496,0.5746,6.0310416,63.58795,82.4,2,578.0,0.6818,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.765,0.055,-0.028,0.85,0.025,-0.054,0.0
11918099,CANDIDATE,7.2406612,137.75545,2454970.755,1.198,49.85,-0.258,0.558,0.171,-0.171,556.0,44.1,-44.1,0.232818,50.0,-0.204,8.66412,682.61011,-6.85891,19.45,1.4,-0.71,0.0692,87.62,734.0,68.63,15.32,-8.86,28.8,14.4,-14.4,0.1496,0.5746,3.2751372,9.1666,13.7,2,168.0,0.4049,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.765,0.055,-0.028,0.85,0.025,-0.054,0.058
9579641,CANDIDATE,3.43591631,132.6624,2454965.662,0.624,0.037,-0.476,3.133,0.407,-0.407,23.2,3.4,-3.4,0.004612,0.000197,-0.000565,0.47024,1.06822,-0.44479,0.55,0.08,-0.07,0.0437,84.62,1272.0,617.61,251.11,-186.88,6.65,3.0,-3.0,0.2676,0.3928,3.8943021,7.4337807,8.7,3,357.0,0.0228,5779.0,104.0,-115.0,4.339,0.132,-0.108,1.087,0.157,-0.142,0.941,0.074,-0.054,0.858
11923270,CONFIRMED,11.59822233,180.395376,2455013.395,0.679,0.187,-0.47,2.5237,0.052,-0.052,2800.0,46.3,-46.3,0.051287,0.00522,-0.00325,3.14915,3.9658,-0.02771,2.65,0.21,-0.29,0.0798,88.62,396.0,5.82,1.49,-1.63,28.2,11.8,-11.8,0.3872,0.3156,11.461336,62.376225,71.0,1,115.0,0.6552,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.473,0.037,-0.051,0.503,0.035,-0.053,0.178
11960862,CONFIRMED,6.575315881,173.634044,2455006.634,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2790.0,14.9,-14.9,0.049152,0.00199,-0.000599,0.64392,0.16753,-0.07305,5.31,1.5,-0.81,0.067,88.03,1015.0,251.38,209.1,-91.63,11.37,3.0,-3.0,0.2965,0.3342,20.537346,210.22159,221.1,1,205.0,0.5611,5992.0,162.0,-180.0,4.415,0.105,-0.195,0.989,0.28,-0.151,0.927,0.129,-0.097,0.013
12020329,CONFIRMED,7.275040844,169.994217,2455002.994,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,3000.0,11.5,-11.5,0.051358,5.8e-05,-0.00209,0.10578,0.04676,-0.01238,4.86,1.05,-0.37,0.0732,85.29,833.0,113.64,75.31,-28.97,6.66,2.9,-2.9,0.224,0.4695,24.639503,234.95987,312.1,1,188.0,0.1322,5485.0,164.0,-180.0,4.556,0.028,-0.161,0.867,0.187,-0.067,0.986,0.065,-0.115,0.0
12066335,CONFIRMED,19.27153892,186.77093,2455019.771,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1220.0,35.3,-35.3,0.031585,0.000961,-0.0005,8.48241,0.62905,-2.11552,1.93,0.1,-0.12,0.1171,89.97,393.0,5.66,1.13,-1.06,55.02,4.1,-4.1,0.2589,0.4639,6.437265,28.490973,37.1,2,67.0,0.8388,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,0.576,0.031,-0.035,0.0
12066335,CONFIRMED,10.06524317,136.28906,2454969.289,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1050.0,39.2,-39.2,0.031153,0.00462,-0.00161,18.09666,17.88441,-12.19106,1.91,0.1,-0.12,0.076,89.22,488.0,13.43,2.69,-2.5,45.9,22.7,-22.7,0.2589,0.4639,5.446764,21.658537,30.3,2,126.0,0.0088,4077.0,81.0,-81.0,4.702,0.027,-0.027,0.56,0.03,-0.034,0.576,0.031,-0.035,0.0
12070811,CONFIRMED,12.3935651,178.74725,2455011.747,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,917.0,29.1,-29.1,0.032536,2.5e-05,-0.00466,0.27483,1.86738,-0.09309,2.66,0.54,-0.23,0.0983,86.13,677.0,49.68,31.16,-12.97,13.07,6.3,-6.3,0.2665,0.398,5.6057496,31.608551,35.8,1,107.0,0.8571,5557.0,166.0,-166.0,4.603,0.034,-0.128,0.75,0.152,-0.065,0.832,0.08,-0.089,0.758
8395660,CONFIRMED,43.84439721,151.93538,2454984.935,0.852,0.039,-0.585,6.802,0.119,-0.119,615.0,7.7,-7.7,0.025934,2.7e-05,-0.00304,0.22039,0.94589,-0.07087,2.87,0.43,-0.3,0.2395,88.27,531.0,18.77,7.98,-4.8,28.2,13.4,-13.4,0.2676,0.3928,16.554466,65.59482,83.7,4,29.0,0.9647,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,0.012
3120431,FALSE POSITIVE,3.341913228,171.63943,2455004.639,1.213,11.28,-0.141,3.813,0.12,-0.12,725.0,21.3,-21.3,0.243351,11.3,-0.135,0.01791,3.41491,-0.00331,21.55,3.54,-1.89,0.0415,56.44,1032.0,268.67,145.91,-70.67,2.19,1.1,-1.1,0.1959,0.5086,5.0937037,32.72262,39.0,1,780.0,0.0,5295.0,175.0,-159.0,4.551,0.049,-0.105,0.811,0.133,-0.071,0.853,0.078,-0.078,0.0
3246984,FALSE POSITIVE,1.626630225,169.820171,2455002.82,1.26,4.827,-0.043,2.1145,0.0285,-0.0285,1620.0,19.0,-19.0,0.305244,4.81,-0.042,0.09631,2.41565,-0.00473,32.43,9.0,-4.83,0.026,58.03,1547.0,1355.88,1105.99,-486.6,2.38,1.2,-1.2,0.2711,0.3858,5.3061833,45.885685,103.6,1,664.0,0.8796,5735.0,155.0,-172.0,4.41,0.124,-0.186,0.973,0.27,-0.145,0.889,0.12,-0.09,0.0
3342970,CONFIRMED,2.711504086,170.03417,2455003.034,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,838.0,14.5,-14.5,0.026533,0.000651,-0.000276,0.91618,0.03683,-0.26031,3.12,1.02,-0.34,0.0401,89.81,1420.0,960.79,931.74,-309.76,7.088,0.285,-0.285,0.3024,0.3288,6.3430967,48.726124,64.5,2,494.0,0.228,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,1.169,0.141,-0.173,0.0
3342970,CONFIRMED,7.21203748,172.81782,2455005.818,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.0,19.5,-19.5,0.028255,0.000702,-0.000335,0.99867,0.04965,-0.26684,3.32,1.09,-0.36,0.077,89.95,1025.0,260.58,252.7,-84.01,14.003,0.696,-0.696,0.3024,0.3288,6.1683164,40.04205,51.5,2,165.0,0.3431,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,1.169,0.141,-0.173,0.0
12459725,FALSE POSITIVE,14.1798187,171.50237,2455004.502,0.1601,0.2975,-0.16,2.505,0.315,-0.315,460.0,51.9,-51.9,0.019561,0.00139,-0.00124,7.76746,0.80958,-5.38392,1.88,0.71,-0.14,0.1137,89.95,711.0,60.35,67.75,-14.34,43.54,4.5,-4.5,0.2714,0.3854,,,11.2,1,,,5799.0,161.0,-168.0,4.539,0.027,-0.275,0.878,0.333,-0.065,0.975,0.098,-0.109,
12470844,CONFIRMED,8.47237911,174.16212,2455007.162,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1120.0,26.7,-26.7,0.030119,0.000904,-0.000397,3.86328,0.22113,-0.9968,2.59,0.37,-0.22,0.0778,89.95,751.0,75.44,35.44,-19.3,24.47,1.4,-1.4,0.2043,0.4966,5.7419868,39.867977,47.6,2,159.0,0.9241,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,0.884,0.061,-0.113,0.046
12470844,CONFIRMED,60.4189369,181.16367,2455014.164,0.094,0.359,-0.094,5.039,0.184,-0.184,931.0,49.6,-49.6,0.027422,0.0012,-0.000917,4.26444,0.15573,-1.75507,2.36,0.34,-0.2,0.2884,89.94,390.0,5.49,2.58,-1.4,93.71,3.4,-3.4,0.2043,0.4966,6.335456,15.139797,20.1,2,22.0,0.6244,5354.0,159.0,-159.0,4.587,0.032,-0.104,0.788,0.113,-0.066,0.884,0.061,-0.113,0.424
12644822,CONFIRMED,12.61190435,180.892284,2455013.892,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6110.0,27.6,-27.6,0.073758,0.000434,-0.00181,0.61222,0.17192,-0.09156,7.4,2.2,-0.73,0.1058,88.17,753.0,76.15,66.33,-21.39,17.27,4.8,-4.8,0.2622,0.4035,31.536423,207.6196,277.2,1,104.0,0.0586,5795.0,156.0,-173.0,4.508,0.039,-0.208,0.919,0.273,-0.091,0.992,0.112,-0.112,0.0
2440757,FALSE POSITIVE,1.433769925,170.403536,2455003.404,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1980.0,20.4,-20.4,0.318591,5.6,-0.116,0.1372,4.608,-0.01064,46.58,8.01,-8.0,0.0256,58.99,1920.0,3209.29,1411.94,-1136.62,2.46,1.2,-1.2,0.2904,0.3534,10.709492,67.78838,112.6,1,481.0,0.0003,6017.0,72.0,-90.0,4.22,0.156,-0.117,1.339,0.23,-0.23,1.083,0.1,-0.082,0.021
2445129,FALSE POSITIVE,10.31872301,173.31543,2455006.315,1.215,59.52,-0.463,3.836,0.121,-0.121,872.0,26.4,-26.4,0.247006,59.5,-0.458,0.03681,55.30806,-0.00897,28.59,8.61,-3.69,0.0944,78.15,876.0,139.26,125.69,-46.77,5.92,3.0,-3.0,0.2844,0.3661,9.854863,34.775192,38.2,1,130.0,0.9336,5927.0,176.0,-193.0,4.409,0.084,-0.196,1.06,0.319,-0.137,1.05,0.14,-0.127,0.0
2713049,CONFIRMED,2.539183147,169.67494,2455002.675,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.0,11.4,-11.4,0.017724,0.000507,-0.00048,1.46261,0.22266,-0.39959,2.06,0.29,-0.28,0.0355,88.28,1332.0,743.09,290.34,-212.44,7.93,1.2,-1.2,0.2291,0.4603,4.680462,34.037075,38.9,1,528.0,0.2119,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,0.921,0.067,-0.038,0.085
3114167,CONFIRMED,6.770300385,170.57662,2455003.577,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1300.0,29.7,-29.7,0.037414,0.00223,-0.00391,1.45164,5.69767,-0.25139,2.77,0.46,-0.15,0.064,86.84,812.0,102.87,53.88,-21.24,15.21,7.5,-7.5,0.308,0.3117,6.5691905,43.840405,50.8,1,200.0,0.9274,5653.0,166.0,-166.0,4.656,0.028,-0.112,0.679,0.112,-0.037,0.767,0.058,-0.071,0.005
3114661,FALSE POSITIVE,0.444291966,169.865406,2455002.865,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,11000.0,45.9,-45.9,0.396105,0.318,-0.126,0.42351,0.27755,-0.08172,27.51,3.46,-1.73,0.0101,39.97,1836.0,2706.26,1149.42,-599.58,1.641,0.538,-0.538,0.2337,0.4535,40.64358,277.1132,299.7,1,1466.0,0.8848,5255.0,156.0,-156.0,4.678,0.028,-0.083,0.636,0.08,-0.04,0.709,0.06,-0.06,0.0
3115833,CANDIDATE,10.181584,177.141891,2455010.142,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5740.0,53.2,-53.2,0.084708,0.00188,-0.00172,0.38059,0.01574,-0.02879,7.73,2.17,-0.72,0.0884,85.87,812.0,102.91,86.75,-28.91,12.776,0.528,-0.528,0.2979,0.3238,27.099031,173.09894,183.6,1,129.0,0.5397,5988.0,179.0,-197.0,4.541,0.048,-0.192,0.836,0.234,-0.078,0.885,0.099,-0.099,0.021
4139816,CONFIRMED,20.06036336,147.46554,2454980.466,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1490.0,45.1,-45.1,0.036455,0.00592,-0.00125,3.09445,1.93149,-2.34385,1.96,0.13,-0.16,0.115,89.21,361.0,4.0,0.89,-0.9,40.4,12.6,-12.6,0.4175,0.2365,7.1802754,27.241827,35.2,4,59.0,0.7533,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,0.502,0.031,-0.038,0.016
4139816,CONFIRMED,46.1842039,165.23729,2454998.237,0.013,0.415,-0.013,4.758,0.13,-0.13,1390.0,56.4,-56.4,0.033974,0.00133,-0.000699,3.99779,0.24735,-1.29928,1.83,0.12,-0.15,0.2005,89.99,273.0,1.32,0.29,-0.3,76.67,4.7,-4.7,0.4175,0.2365,6.2605453,18.020908,26.0,4,25.0,0.8358,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,0.502,0.031,-0.038,0.006
8395660,CONFIRMED,23.9800854,147.537,2454980.537,0.95,0.004,-0.66,5.351,0.177,-0.177,104.0,6.5,-6.5,0.011879,0.000305,-0.00266,0.05654,1.55535,-0.0048,1.31,0.2,-0.13,0.1602,85.45,649.0,41.94,17.84,-10.73,11.98,5.9,-5.9,0.2676,0.3928,4.1784496,10.87813,17.1,4,56.0,0.9971,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,0.951,0.07,-0.063,0.096
4139816,CONFIRMED,7.82502168,136.54995,2454969.55,0.708,0.234,-0.487,2.186,0.12,-0.12,521.0,36.4,-36.4,0.022312,0.00398,-0.00162,2.54508,4.60217,-2.24097,1.2,0.08,-0.1,0.0614,87.99,494.0,14.05,3.1,-3.19,20.2,9.1,-9.1,0.4175,0.2365,3.8379083,12.582854,15.9,4,154.0,0.251,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,0.502,0.031,-0.038,0.048
4275191,CONFIRMED,3.895936525,170.527552,2455003.528,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8540.0,29.5,-29.5,0.08689,0.000424,-0.00262,2.31292,1.0659,-0.20597,7.34,1.53,-0.65,0.046,87.56,1005.0,241.62,155.31,-64.19,12.29,5.7,-5.7,0.2521,0.421,35.58241,375.5263,370.8,1,275.0,0.1164,5557.0,167.0,-167.0,4.592,0.034,-0.136,0.774,0.161,-0.069,0.866,0.082,-0.1,0.0
4476123,CONFIRMED,22.36646466,175.45862,2455008.459,0.4,0.066,-0.4,5.228,0.122,-0.122,987.0,35.1,-35.1,0.028938,0.000601,-0.00117,1.12517,0.37616,-0.24007,2.32,0.38,-0.16,0.1449,89.26,536.0,19.45,10.29,-4.56,31.0,10.4,-10.4,0.2521,0.421,6.2514634,25.599396,32.1,1,48.0,0.4848,5395.0,160.0,-160.0,4.615,0.032,-0.104,0.734,0.122,-0.052,0.821,0.076,-0.093,0.799
3351888,CONFIRMED,1.625522174,170.8266564,2455003.827,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7970.0,11.8,-11.8,0.080543,8.7e-05,-0.000115,1.28198,0.01033,-0.02721,9.73,1.41,-1.42,0.0265,89.22,1579.0,1467.41,576.36,-452.24,5.6364,0.0454,-0.0454,0.224,0.4695,43.135384,712.5235,799.7,1,657.0,0.254,5539.0,83.0,-74.0,4.322,0.137,-0.1,1.106,0.161,-0.161,0.935,0.062,-0.043,0.0
